document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
4,what is the position of frank byrne,vice president,1,0,0,Vice President
4,what is the position of john toronto,managing director,1,0,0,Managing Director
4,what is the position of ronnie glen,vice president,1,0,0,Vice President
4,what is the position of sarah l. freedman,executive director,1,0,0,Executive Director
4,in what organization does david lissy work,bright horizons capital corp.,1,0,0,BRIGHT HORIZONS FAMILY SOLUTIONS LLC
4,in what organization does frank byrne work,"n.a., bank of america",1,0,0,"BANK OF AMERICA, N.A."
4,in what organization does john toronto work,credit suisse ag,1,0,0,CREDIT SUISSE AG
4,in what organization does ronnie glen work,"n.a., bank of america",1,0,0,BARCLAYS BANK PLC
4,in what organization does sarah l. freedman work,jpmorgan chase bank n.a.,1,0,0,JPMORGAN CHASE BANK N.A.
4,"who is the representative of bright horizons capital corp.,",david lissy,1,0,0,David Lissy
4,who is the representative of credit suisse ag,john toronto,1,0,0,John Toronto
4,who is the representative of jpmorgan chase bank n.a.,sarah l. freedman,1,0,0,Sarah L. Freedman
4,what type of location is cayman islands,branch,1,0,0,Not found
4,what is the role of bright horizons capital corp in the agreement,holdings,1,0,0,Holdings
4,what is the role of bright horizons family solutions llc in the agreement,borrower,1,0,0,Borrower
4,"what is the role of bright horizons capital corp., in the agreement",holdings,1,0,0,Holdings
4,what company is the syndication agent in the agreement,.p. morgan securities llc,1,0,0,J.P. MORGAN SECURITIES LLC
4,what company is the borrower in the agreement,bright horizons family solutions llc,1,0,0,BRIGHT HORIZONS FAMILY SOLUTIONS LLC
4,what company is the administrative agent in the agreement,goldman sachs bank usa,1,0,0,GOLDMAN SACHS BANK USA
4,what company is the c issuer in the agreement,goldman sachs bank usa,1,0,0,GOLDMAN SACHS BANK USA
4,what company is the swing line lender in the agreement,goldman sachs bank usa,1,0,0,GOLDMAN SACHS BANK USA
42,what is the position of alan garson,senior vice president,1,0,0,Senior Vice President
42,what is the position of anthony luppino,vice president,1,0,0,Vice President
42,what is the position of helene p. sprung,managing director,1,0,0,Managing Director
42,what is the position of jay r. goldstein,managing director,1,0,0,Vice President
42,what is the position of maureen s. malphus,vice president,1,0,0,Vice President
42,what is the position of paul spearing,vice president,1,0,0,Vice President
42,what is the position of kelly weaver,vice president,1,0,0,Vice President
42,in what organization does alan garson work,"llc, panera",1,0,0,"TD Bank, N.A."
42,in what organization does anthony luppino work,"pnc bank, national association",1,0,0,"Bank of America, N.A."
42,in what organization does helene p. sprung work,regions bank,1,0,0,"JPMORGAN CHASE BANK, N.A."
42,in what organization does jay r. goldstein work,regions bank,1,0,0,REGIONS BANK
42,in what organization does john d. sigel work,wilmerhale,1,0,0,WilmerHale
42,in what organization does louis dipietro work,panera bread company,1,0,0,Panera Bread Company
42,in what organization does mark wooldridge work,panera bread company,1,0,0,Panera Bread Company
42,in what organization does maureen s. malphus work,"pnc bank, national association",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
42,in what organization does michael j. bufano work,"llc, panera",1,0,0,Panera Bread Company
42,in what organization does monique haley work,"n.a, bank of america",1,0,0,"Bank of America, N.A."
42,in what organization does paul spearing work,"pnc bank, national association",1,0,0,"PNC BANK, NATIONAL ASSOCIATION"
42,"who is the representative of bank of america, n.a",monique haley,1,0,0,Kelly Weaver
42,who is the representative of wilmerhale,john d. sigel,1,0,0,"John D. Sigel, Jamie N. Class"
42,"who is the representative of bank of america, n.a.",kelly weaver,1,0,0,Kelly Weaver
42,"what is the location of bank of america, n.a","nc 28255, 101 north tryon st. 5th floorcharlotte",1,0,0,"Charlotte, NC"
42,what is the location of wilmerhale,"ma 02109 usa, 60 state streetboston",1,0,0,"Boston, MA"
42,"which company is associated with 101 north tryon st. 5th floorcharlotte, nc 28255","n.a, bank of america",1,0,0,"Bank of America, N.A."
42,"which company is associated with 3630 south geyer road, suite 100st. louis, mo 63127",panera bread company,1,0,0,Panera Bread Company
42,"which company is associated with 60 state streetboston, ma 02109 usa",wilmerhale,1,0,0,WilmerHale
42,"which company is associated with 63 kendrick streetneedham, ma 02494",panera bread company,1,0,0,Panera Bread Company
42,"which company is associated with 900 west trade st.charlotte, nc 28255 0001","n.a., bank of america",1,0,0,"Bank of America, N.A."
42,"which company is associated with new york, ny","n.a., bank of america",1,0,0,"Bank of America, N.A."
42,"what is the role of artisan bread, llc in the agreement",guarantor,1,0,0,Guarantor
42,"what is the role of bakery caf cards, llc in the agreement",guarantor,1,0,0,Guarantor
42,"what is the role of cap city bread, llc in the agreement",guarantor,1,0,0,Guarantor
42,"what is the role of panera bakery caf , inc. in the agreement",guarantor,1,0,0,Not found
42,"what is the role of panera canada holdings, inc. in the agreement",guarantor,1,0,0,Guarantor
42,"what is the role of panera international holdings, inc. in the agreement",guarantor,1,0,0,Guarantor
42,"what is the role of pumpernickel, inc. in the agreement",guarantor,1,0,0,Guarantor
42,"what is the role of pumpernickel associates, llc in the agreement",guarantor,1,0,0,Guarantor
42,what is the role of panera bread company in the agreement,borrower,1,0,0,Borrower
42,what company is the lead arranger in the agreement,"pierce, fenner smith, merrill lynch",1,0,0,"Merrill Lynch, Pierce, Fenner & Smith Incorporated"
42,what company is the bookrunner in the agreement,"pierce, fenner smith, merrill lynch",1,0,0,"Merrill Lynch, Pierce, Fenner & Smith Incorporated"
42,what company is the borrower in the agreement,panera bread company,1,0,0,Panera Bread Company
95,what is the position of john r. fallon,"jr., esq.",1,0,0,special New York and Delaware counsel for the Credit Parties
95,what is the position of angela lau,vice president,1,0,0,Vice President
95,what is the position of daniel j. booth,chief operating officer,1,0,0,Chief Operating Officer
95,what is the position of yinghua zhang,vice president,1,0,0,Vice President
95,in what organization does jean hood work,"n.a., bank of america",1,0,0,Bank of America
95,in what organization does john r. fallon work,kaye scholer llp,1,0,0,Kaye Scholer LLP
95,"who is the representative of ohi asset hud delta, llc",daniel j. booth,1,0,0,Not found
95,who is the representative of kaye scholer llp,john r. fallon,1,0,0,Not found
95,"who is the representative of omega healthcare investors, inc",daniel j. booth,1,0,0,Daniel J. Booth
95,what is the location of kaye scholer llp,"new york 10022, 425 park avenuenew york",1,0,0,"425 Park Avenue New York, New York 10022"
95,"what is the location of omega healthcare investors, inc","maryland 21030, suite 3500hunt valley, 200 international circle",1,0,0,"200 International Circle, Suite 3500 Hunt Valley, Maryland 21030"
95,"which company is associated with 100 n. tryon streetmail code nc1 007 17 11charlotte, nc 28255","n.a., bank of america",1,0,0,"Bank of America, N.A."
95,"which company is associated with 101 north tryon streetmail code nc1 001 04 39charlotte, north carolina 28255 0001","n.a., bank of america",1,0,0,"Bank of America, N.A."
95,"which company is associated with 1455 market streetmail code ca5 701 05 19san francisco, california 94103 1399","n.a., bank of america",1,0,0,"Bank of America, N.A."
95,"which company is associated with 200 international circle, suite 3500hunt valley, maryland 21030","inc, omega healthcare investors",1,0,0,"Omega Healthcare Investors, Inc."
95,"which company is associated with 425 park avenuenew york, new york 10022",kaye scholer llp,1,0,0,Kaye Scholer LLP
95,"what type of location is 100 n. tryon streetmail code nc1 007 17 11charlotte, nc 28255",global corporate debt products,1,0,0,Address
95,"what type of location is 1455 market streetmail code ca5 701 05 19san francisco, california 94103 1399",agency management,1,0,0,Address
95,"what is the role of 3806 clayton road, llc 5 east wilshire avenue, llc 2 cerise avenue, llc 7 east romie lane, llc 3 hayes lane, llc in the agreement",guarantors,1,0,0,Sole Member of each such company
95,"what is the role of cfg 2115 woodstock place, llc ely street holdings co. llc 5 county road holdings co. llc teller avenue, llc high point road, llc in the agreement",guarantors,1,0,0,Sole Member of each of the companies
95,"what is the role of cse albany llc cse amarillo llc cse augusta llc cse bedford llc cse cambridge realty llc cse canton llc cse cedar rapids llc cse chelmsford llc cse chesterton llc cse claremont llc cse denver llc cse douglas llc cse elkton realty llc cse fort wayne llc cse frankston llc cse georgetown llc cse green bay llc cse hilliard llc cse huntsville llc cse indianapolis continental llc cse indianapolis greenbriar llc cse jeffersonville hillcrest center llc cse jeffersonville jennings house llc cse kingsport llc cse lake city llc cse lake worth llc cse lakewood llc cse las vegas llc cse lawrenceburg llc cse lexington park realty llc cse ligonier llc cse live oak llc cse lowell llc cse mobile llc cse moore llc cse north carolina holdings i llc cse north carolina holdings ii llc cse omro llc cse orange park llc cse orlando pinar terrace manor llc cse orlando terra vista rehab llc cse piggott llc cse pilot point llc cse ponca city llc cse port st. lucie llc cse richmond llc cse safford llc cse salina llc cse seminole llc cse shawnee llc cse stillwater llc cse taylorsville llc omega healthcare investors, inc.credit agreement cse texas city llc cse upland llc cse winter haven llc cse yorktown llc in the agreement",guarantors,1,0,0,Sole Member of each of the companies
95,what is the role of cse arden l.p. cse king l.p. cse knightdale l.p. cse lenoir l.p. cse walnut cove l.p. cse woodfin l.p. in the agreement,guarantors,1,0,0,General Partner of each limited partnership
95,what is the role of cse blountville llc cse bolivar llc cse camden llc cse huntingdon llc cse jefferson city llc cse memphis llc cse ripley llc in the agreement,guarantors,1,0,0,Sole Member of each of the companies
95,what is the role of cse cambridge llc in the agreement,guarantors,1,0,0,Sole Member of such company
95,what is the role of cse casablanca holdings ii llc in the agreement,guarantors,1,0,0,Sole Member of such company
95,what is the role of cse casablanca holdings llc in the agreement,guarantors,1,0,0,Sole Member of such company
95,what is the role of cse centennial village in the agreement,guarantors,1,0,0,Sole Beneficial Owner of the Trust
95,what is the role of cse corpus north llc cse jacinto city llc cse kerrville llc cse ripon llc cse spring branch llc cse the village llc cse williamsport llc sert lane llc north las vegas llc in the agreement,guarantors,1,0,0,Sole Member of each of the companies
95,"what is the role of cse denver iliff llc cse fairhaven llc cse marianna holdings llc cse texarkana llc cse west point llc cse whitehouse llc rnegie gardens llc florida real estate company, llc greenbough, llc lad i real estate company, llc panama city nursing center llc skyler maitland llc suwanee, llc in the agreement",guarantors,1,0,0,Sole Member of each of the companies
95,what is the role of cse elkton llc in the agreement,guarantors,1,0,0,Sole Member of such company
95,what is the role of cse lexington park llc in the agreement,guarantors,1,0,0,Sole Member of such company
95,what is the role of cse pennsylvania holdings in the agreement,guarantors,1,0,0,Sole Beneficial Owner of the Trust
95,what is the role of cse pine view llc in the agreement,guarantors,1,0,0,Sole Member of such company
95,"what is the role of encanto senior care, llc in the agreement",guarantors,1,0,0,Sole Member
95,"what is the role of house of hanover, ltd. in the agreement",guarantors,1,0,0,Sole Member of such company
95,"what is the role of parkview, inc. hanover house, inc. indiana lessor wellington manor, inc. long term care associates texas, inc. ohi connecticut , inc. ohi florida , inc. ohi illinois , inc. ohi indiana , inc. ohi iowa , inc. pavillion north partners, inc. pavillion nursing center north, inc. sterling acquisition corp. the suburban pavilion, inc. texas lessor stonegate, limited, inc. texas lessor stonegate gp, inc. washington lessor silverdale, inc. omega trs i, inc. yside arizona healthcare second, inc. yside colorado healthcare associates, inc. yside street, inc. dixie white house nursing home, inc. florida lessor crystal springs, inc. florida lessor lakeland, inc. indiana lessor jeffersonville, inc. jefferson clark, inc. long term care michigan, inc. omega healthcare investors, inc.credit agreement long term care north carolina, inc. long term care associates illinois, inc. long term care associates indiana, inc. ocean springs nursing home, inc. ohi kansas , inc. ohi asset sms lender, inc. ohi of texas, inc. ohi sunshine, inc. ohi tennessee, inc. omega kansas , inc. os leasing company pensacola real estate holdings i, inc. pensacola real estate holdings ii, inc. pensacola real estate holdings iii, inc. pensacola real estate holdings iv, inc. pensacola real estate holdings v, inc. skilled nursing hicksville, inc. skyler boyington, inc. skyler florida, inc. skyler pensacola, inc. sterling acquisition corp. ii texas lessor treemont, inc. in the agreement",guarantors,1,0,0,Not found
95,"what is the role of nc , llc ohi asset oh new philadelphia, llc ohi asset tx , llc ohi asset essex oh , llc ohi asset in wabash, llc ohi asset in westfield, llc ohi asset in greensburg, llc ohi asset in indianapolis, llc ohi asset hud sf, llc ohi asset in american village, llc ohi asset in anderson, llc ohi asset in beech grove, llc ohi asset in clarksville, llc ohi asset in eagle valley, llc ohi asset in elkhart, llc ohi asset in forest creek, llc ohi asset in fort wayne, llc ohi asset in franklin, llc ohi asset in kokomo, llc ohi asset in lafayette, llc omega healthcare investors, inc.credit agreement ohi asset in monticello, llc ohi asset in noblesville, llc ohi asset in rosewalk, llc ohi asset in spring mill, llc ohi asset in terre haute, llc ohi asset in zionsville, llc ohi asset hud cfg, llc ohi asset hud sf ca, llc ohi asset tx hondo, llc ohi asset mi heather hills, llc ohi asset in crown point, llc ohi asset in madison, llc ohi asset ar ash flat, llc ohi asset ar camden, llc ohi asset ar conway, llc ohi asset ar des arc, llc ohi asset ar hot springs, llc ohi asset ar malvern, llc ohi asset ar mena, llc ohi asset ar pocahontas, llc ohi asset ar sheridan, llc ohi asset ar walnut ridge, llc ohi asset ro, llc ohi asset fl lake placid, llc ohi assethud delta, llc in the agreement",guarantors,1,0,0,Not found
95,"what is the role of ohi asset la , llc in the agreement",guarantors,1,0,0,Not found
95,what is the role of ohi asset pa trust ohi asset ii pa trust ohi asset iii pa trust ohi asset iv pa silver lake trust in the agreement,guarantors,1,0,0,Sole Trustee of each of the Trusts
95,"what is the role of pavillion north, llp in the agreement",guarantors,1,0,0,General Partner
95,"what is the role of texas lessor stonegate, lp in the agreement",guarantors,1,0,0,General Partner
95,"what is the role of omega healthcare investors, inc in the agreement",credit parties,1,0,0,Borrower
95,what company is the lead arranger in the agreement,"pierce, merrill lynch, fenner smith incorporated",1,0,0,"Merrill Lynch, Pierce, Fenner & Smith Incorporated"
95,what company is the book manager in the agreement,"pierce, merrill lynch, fenner smith incorporated",1,0,0,"Merrill Lynch, Pierce, Fenner & Smith Incorporated"
95,what company is the borrower in the agreement,"inc., omega healthcare investors",1,0,0,"OMEGA HEALTHCARE INVESTORS, INC."
95,what company is the credit parties in the agreement,"inc, omega healthcare investors",1,0,0,"OMEGA HEALTHCARE INVESTORS, INC."
81,"what is the location of keltic financial partners ii, lp","ny 10591, 580 white plains roadsuite 610tarrytown",1,0,0,"580 White Plains Road Suite 610 Tarrytown, NY 10591"
81,"which company is associated with 580 white plains roadsuite 610tarrytown, ny 10591",lp,1,0,0,"Keltic Financial Partners II, LP"
81,"what is the role of triad personnel services, inc in the agreement",borrower,1,0,0,Borrower
81,"what is the role of bmch, inc in the agreement",borrower,1,0,0,Borrower
81,"what is the role of bmps, inc in the agreement",borrower,1,0,0,Borrower
81,"what is the role of business management personnel, inc in the agreement",borrower,1,0,0,Borrower
81,"what is the role of general employment enterprises, inc in the agreement",borrower,1,0,0,Borrower
81,"what is the role of keltic financial partners ii, lp in the agreement",lender,1,0,0,Lender
81,what company is the lender in the agreement,lp,1,0,0,"Keltic Financial Partners II, LP"
80,what is the position of brian seipke,vice president,1,0,0,Vice President
80,what is the position of michael pugsley,senior vice president,1,0,0,Senior Vice President
80,what is the position of blake gronich,vice president,1,0,0,Vice President
80,what is the position of chris burns,vice president,1,0,0,Vice President
80,what is the position of daglas p panchal,vice president,1,0,0,Vice President
80,what is the position of mary k lundin,vice president,1,0,0,Vice President
80,what is the position of nicole ferry lacchia,authorized signatory,1,0,0,Authorized Signatory
80,what is the position of richard c. brown,senior vice president,1,0,0,Senior Vice President
80,what is the position of thomas m. paulk,senior vice president,1,0,0,Senior Vice President
80,in what organization does brian seipke work,u.s. bank national association,1,0,0,U.S. Bank National Association
80,in what organization does michael pugsley work,"pnc bank, national association",1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
80,in what organization does blake gronich work,"hsbc bank usa, national association",1,0,0,"Citibank, N.A."
80,in what organization does charles m. swoboda work,e conolight llc,1,0,0,"Cree, Inc."
80,in what organization does daglas p panchal work,"hsbc bank usa, national association",1,0,0,"JP Morgan Chase Bank, N.A."
80,in what organization does mary k lundin work,"hsbc bank usa, national association",1,0,0,SunTrust Bank
80,in what organization does michael e. mcdevitt work,"inc, cree",1,0,0,"CREE, INC."
80,in what organization does nicole ferry lacchia work,goldman sachs bank usa,1,0,0,GOLDMAN SACHS BANK USA
80,in what organization does richard c. brown work,"pnc bank, national association",1,0,0,"PNC Bank, National Association"
80,in what organization does thomas m. paulk work,bank of america,1,0,0,Bank of America N.A.
80,"who is the representative of cree, inc",michael e. mcdevitt,1,0,0,Michael E. McDevitt
80,who is the representative of u.s. bank national association,brian seipke,1,0,0,Brian Seipke
80,who is the representative of bank of america,thomas m. paulk,1,0,0,Thomas M. Paulk
80,who is the representative of e conolight llc,charles m. swoboda,1,0,0,Charles M. Swoboda
80,who is the representative of goldman sachs bank usa,nicole ferry lacchia,1,0,0,Nicole Ferry Lacchia
80,what is the role of hsbc securities usa inc in the agreement,lead arrangers,1,0,0,Co-Syndication Agents
80,what is the role of pnc capital markets llc in the agreement,lead arrangers,1,0,0,Co-Syndication Agents
80,"what is the role of suntrust robinson humphrey, inc in the agreement",lead arrangers,1,0,0,Co-Syndication Agents
80,"what is the role of u.s. bancorp investments, inc in the agreement",lead arrangers,1,0,0,Co-Syndication Agents
80,"what is the role of cree, inc in the agreement",borrower,1,0,0,Borrower
80,what is the role of e conolight llc in the agreement,guarantor,1,0,0,Guarantor
80,what company is the swingline lender in the agreement,"wells fargo bank, national association",1,0,0,Wells Fargo Bank
80,what company is the issuing lender in the agreement,"wells fargo bank, national association",1,0,0,Wells Fargo Bank
80,what company is the book manager in the agreement,"llc, wells fargo securities",1,0,0,"Wells Fargo Securities, LLC"
80,what company is the borrower in the agreement,"inc, cree",1,0,0,"CREE, INC."
80,what company is the guarantor in the agreement,e conolight llc,1,0,0,E-CONOLIGHT LLC
94,what is the position of ben cumming,director,1,0,0,Director
94,what is the position of cheryl carangelo,senior vice president,1,0,0,Senior Vice President
94,what is the position of e. joseph hess,managing director,1,0,0,Managing Director
94,what is the position of edward t. crook,managing director,1,0,0,Managing Director
94,what is the position of j. st phane lautner,vice president,1,0,0,Vice President
94,what is the position of katsuyuki kubo,executive director,1,0,0,Executive Director
94,what is the position of william d. priester,senior vice president,1,0,0,Senior Vice President
94,in what organization does adam c. derbyshire work,"ltd., salix pharmaceuticals",1,0,0,"Salix Pharmaceuticals, LTD."
94,in what organization does ben cumming work,suntrust bank,1,0,0,SunTrust Bank
94,in what organization does cheryl carangelo work,"n.a., rbs citizens",1,0,0,"RBS Citizens, N.A."
94,in what organization does e. joseph hess work,jefferies finance llc,1,0,0,Jefferies Finance LLC
94,in what organization does edward t. crook work,"natixis, new york branch",1,0,0,"Natixis, New York Branch"
94,in what organization does j. st phane lautner work,"natixis, new york branch",1,0,0,"Natixis, New York Branch"
94,in what organization does katsuyuki kubo work,sumitomo mitsui bankingcorporation,1,0,0,Sumitomo Mitsui Banking Corporation
94,in what organization does richard c. brown work,"n.a., rbs citizens",1,0,0,"PNC Bank, National Association"
94,in what organization does william d. priester work,"n.a., rbs citizens",1,0,0,Fifth Third Bank
94,who is the representative of jefferies finance llc,e. joseph hess,1,0,0,E. Joseph Hess
94,who is the representative of sumitomo mitsui bankingcorporation,katsuyuki kubo,1,0,0,Katsuyuki Kubo
94,who is the representative of suntrust bank,ben cumming,1,0,0,Ben Cumming
94,"who is the representative of salix pharmaceuticals, ltd.",adam c. derbyshire,1,0,0,Adam C. Derbyshire
94,"what is the location of salix pharmaceuticals, ltd.","new york, ny 10022, 520 madison avenue",1,0,0,"8510 Colonnade Center Drive, Raleigh, North Carolina 27615"
94,"what is the location of salix pharmaceuticals, ltd.","raleigh, north carolina 27615, 8510 colonnade center drive",1,0,0,"8510 Colonnade Center Drive, Raleigh, North Carolina 27615"
94,"which company is associated with 520 madison avenue, new york, ny 10022","ltd., salix pharmaceuticals",1,0,0,Jefferies Finance LLC
94,"which company is associated with 8510 colonnade center drive, raleigh, north carolina 27615","ltd., salix pharmaceuticals",1,0,0,"Salix Pharmaceuticals, LTD."
94,"what is the role of pnc bank, national association in the agreement",issuing bank,1,0,0,"Issuing Bank, Swingline Lender"
94,"what is the role of salix pharmaceuticals, ltd in the agreement",borrower,1,0,0,Borrower
94,"what is the role of salix pharmaceuticals, ltd. in the agreement",borrower,1,0,0,Borrower
94,what company is the issuing lender in the agreement,"pnc bank, national association",1,0,0,"PNC Bank, National Association"
43,what is the role of k12 california l.l.c in the agreement,guarantors,1,0,0,Guarantor
43,what is the role of k12 virtual schools l.l.c. in the agreement,guarantors,1,0,0,Guarantor
43,what is the role of k12 washington l.l.c. in the agreement,guarantors,1,0,0,Guarantor
43,"what is the role of power glide language courses, inc in the agreement",guarantors,1,0,0,Guarantor
43,"what is the role of fuel education llc, in the agreement",guarantors,1,0,0,Guarantor
43,what is the role of k12 classroom l.l.c in the agreement,guarantors,1,0,0,Guarantor
43,"what is the role of k12 florida l.l.c., in the agreement",guarantors,1,0,0,Guarantor
43,what is the role of k12 inc in the agreement,borrower,1,0,0,Borrower
43,what is the role of k12 management inc. in the agreement,guarantors,1,0,0,Guarantor
43,what is the role of k12 services inc. in the agreement,guarantors,1,0,0,Guarantor
43,what company is the borrower in the agreement,k12 inc,1,0,0,K12 INC.
57,what is the position of betsy briggs,associate director,1,0,0,Associate Director
57,what is the position of alysha salinger,vice president,1,0,0,Vice President
57,what is the position of divyang shah,sr. vice president,1,0,0,Sr. Vice President
57,what is the position of john w. deegan,director,1,0,0,Director
57,what is the position of julien tizorin,managing director,1,0,0,Managing Director
57,what is the position of kara p. van duzee,vice president,1,0,0,Vice President
57,what is the position of katherine l. hurley,vice president,1,0,0,Vice President
57,what is the position of lauren steiner,vice president,1,0,0,Vice President
57,what is the position of mark oberle,svp emea asia,1,0,0,SVP; EMEA & Asia
57,what is the position of ming k. chu,director,1,0,0,Director
57,what is the position of robert sullivan,vice president,1,0,0,Vice President
57,what is the position of ronnie d. berry,"global taxes, vice president",1,0,0,"Vice President, Global Taxes"
57,what is the position of scott a. richardson,senior vice president,1,0,0,Senior Vice President and Chief Financial Officer
57,what is the position of thomas j. sterr,authorized signatory,1,0,0,Authorized Signatory
57,in what organization does betsy briggs work,"new york branch, unicredit bank ag",1,0,0,"UniCredit Bank AG, New York Branch"
57,in what organization does alysha salinger work,"n.a., citibank",1,0,0,"MORGAN STANLEY SENIOR FUNDING, INC., MORGAN STANLEY BANK, N.A."
57,in what organization does chuck b. kyrish work,celanese us holdings llc,1,0,0,Celanese US Holdings LLC
57,in what organization does divyang shah work,"pnc bank, national association",1,0,0,"PNC Bank, National Association"
57,in what organization does henry pennell work,"n.a., citibank",1,0,0,"Bank of America, N.A."
57,in what organization does john w. deegan work,bank of america,1,0,0,"Commerzbank AG, New York Branch"
57,in what organization does julien tizorin work,"new york branch, unicredit bank ag",1,0,0,"UniCredit Bank AG, New York Branch"
57,in what organization does kara p. van duzee work,"n.a., citibank",1,0,0,U.S. BANK NATIONAL ASSOCIATION
57,in what organization does katherine l. hurley work,"n.a., citibank",1,0,0,JPMORGAN CHASE BANK N.A.
57,in what organization does lauren steiner work,"n.a., citibank",1,0,0,"HSBC Bank USA, National Association"
57,in what organization does mark oberle work,celanese europe b.v.,1,0,0,Celanese Europe B.V.
57,in what organization does michael vondriska work,"n.a., citibank",1,0,0,CITIBANK N.A.
57,in what organization does ming k. chu work,bank of america,1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
57,in what organization does mukesh singh work,bank of america,1,0,0,"BANK OF AMERICA, N.A."
57,in what organization does robert sullivan work,"n.a., citibank",1,0,0,"Commerzbank AG, New York Branch"
57,in what organization does ronnie d. berry work,elwood c.v.,1,0,0,Celanese Europe Holdings LLC
57,in what organization does scott a. richardson work,celanese corporation,1,0,0,CELANESE CORPORATION
57,in what organization does sydney g. dennis work,bank of america,1,0,0,Barclays Bank PLC
57,in what organization does thomas j. sterr work,"ltd., mufg bank",1,0,0,"MUFG Bank, Ltd."
57,in what organization does virginia cosenza work,"n.a., citibank",1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
57,who is the representative of celanese corporation,scott a. richardson,1,0,0,Scott A. Richardson
57,who is the representative of celanese europe b.v.,mark oberle,1,0,0,"Mark Oberle, Kevin S. Oliver"
57,who is the representative of elwood c.v.,ronnie d. berry,1,0,0,Ronnie D. Berry
57,"who is the representative of mufg bank, ltd.",thomas j. sterr,1,0,0,Thomas J. Sterr
57,"who is the representative of pnc bank, national association",divyang shah,1,0,0,Divyang Shah
57,who is the representative of celanese us holdings llc,chuck b. kyrish,1,0,0,Chuck B. Kyrish
57,what is the role of ce receivables llc in the agreement,buyer,1,0,0,buyer in receivables financing
57,what is the role of cna holdings llc in the agreement,subsidiary,1,0,0,Delaware
57,what is the role of celanese acetate llc in the agreement,subsidiary,1,0,0,Delaware
57,what is the role of celanese americas llc in the agreement,subsidiary,1,0,0,Delaware
57,"what is the role of celanese chemicals, inc. in the agreement",subsidiary,1,0,0,Delaware
57,what is the role of celanese global relocation llc in the agreement,subsidiary,1,0,0,Delaware
57,what is the role of celanese ltd. in the agreement,subsidiary,1,0,0,Texas
57,what is the role of celanese sales u.s. ltd. in the agreement,subsidiary,1,0,0,Texas
57,"what is the role of celtran, inc. in the agreement",subsidiary,1,0,0,Delaware
57,what is the role of deutsche bank ag new york branch in the agreement,c issuer,1,0,0,"L/C Issuer, Swing Line Lender"
57,"what is the role of jpmorgan chase bank, n.a. in the agreement",c issuer,1,0,0,"Lender, L/C Issuer and Swing Line Lender"
57,"what is the role of kep america engineering plastics, llc in the agreement",subsidiary,1,0,0,Subsidiary Guarantor
57,what is the role of ticona fortron inc. in the agreement,subsidiary,1,0,0,Subsidiary Guarantor
57,what is the role of ticona llc in the agreement,subsidiary,1,0,0,Subsidiary Guarantor
57,"what is the role of ticona polymers, inc. in the agreement",subsidiary,1,0,0,Subsidiary Guarantor
57,what is the role of celanese corporation in the agreement,holdings,1,0,0,Holdings
57,what company is the buyer in the agreement,ce receivables llc,1,0,0,CE Receivables LLC
57,what company is the servicer in the agreement,celanese international corporation,1,0,0,Celanese International Corporation
57,what company is the holdings in the agreement,celanese corporation,1,0,0,Celanese Corporation
57,what company is the company in the agreement,celanese us holdings llc,1,0,0,Celanese US Holdings LLC
5,what is the position of andrew w. hussion,vice president,1,0,0,Vice President
5,what is the position of denise smyth,senior vice president,1,0,0,Senior Vice President
5,what is the position of robert masters,senior vice president,1,0,0,Senior Vice President
5,in what organization does andrew w. hussion work,wells fargo bank,1,0,0,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
5,in what organization does denise smyth work,pnc bank,1,0,0,"PNC BANK, NATIONAL ASSOCIATION"
5,in what organization does robert masters work,pnc bank,1,0,0,ACADIA REALTY TRUST
5,in what organization does roy e. alexander work,pnc bank,1,0,0,"BANK OF AMERICA, N.A."
5,who is the representative of wells fargo bank,andrew w. hussion,1,0,0,Andrew W. Hussion
5,what is the role of acadia realty limited partnership in the agreement,subsidiaries guarantors,1,0,0,Borrower
5,what is the role of wells fargo securities in the agreement,lead arrangers,1,0,0,Joint Lead Arranger
5,what is the role of wells fargo bank in the agreement,documentation agents,1,0,0,Co-Documentation Agents
5,what company is the subsidiaries guarantors in the agreement,acadia realty limited partnership,1,0,0,ACADIA REALTY TRUST
5,what company is the c issuer in the agreement,"n.a., bank of america",1,0,0,"BANK OF AMERICA, N.A."
5,what company is the swing line lender in the agreement,"n.a., bank of america",1,0,0,"BANK OF AMERICA, N.A."
5,what company is the bookrunner in the agreement,"pierce, merrill lynch, fenner smith incorporated",1,0,0,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
1,what is the position of alexandra m. knights,authorized signatory,1,0,0,Authorized Signatory
1,in what organization does alexandra m. knights work,"n.a., bank of america",1,0,0,"BANK OF AMERICA, N.A."
1,in what organization does mark constant work,"inc., franklin resources",1,0,0,"FRANKLIN RESOURCES, INC."
1,"who is the representative of bank of america, n.a.",alexandra m. knights,1,0,0,Alexandra M. Knights
1,"who is the representative of franklin resources, inc.",mark constant,1,0,0,Mark Constant
1,"what is the role of franklin resources, inc. in the agreement",borrower,1,0,0,Borrower
