Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response
1775,65,what company is both the  lead arranger and the lead arranger in the agreement,dbsi,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1776,65,what company is both the lead arranger and the arranger in the agreement,dbsi,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1777,65,what company is both the  book runner and the book runner in the agreement,dbsi,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1778,65,what company is both the  bookrunner and the bookrunner in the agreement,fifth third,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1779,65,what company is both the  bookrunners and the bookrunners in the agreement,fifth third,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1780,65,what company is both the lead bookrunner and the bookrunner in the agreement,fifth third,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1781,65,what company is both the  book manager and the book manager in the agreement,fifth third,1,1,0.0,Not found
1782,65,what company is both the  lead arranger and the lead arranger in the agreement,fifth third,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1783,65,what company is both the lead arranger and the arranger in the agreement,fifth third,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1784,65,what company is both the  book runner and the book runner in the agreement,fifth third,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1785,65,what company is both the  bookrunner and the bookrunner in the agreement,goldman,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1786,65,what company is both the  bookrunners and the bookrunners in the agreement,goldman,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1787,65,what company is both the lead bookrunner and the bookrunner in the agreement,goldman,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1788,65,what company is both the  book manager and the book manager in the agreement,goldman,1,1,0.0,Not found
1789,65,what company is both the  lead arranger and the lead arranger in the agreement,goldman,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1790,65,what company is both the lead arranger and the arranger in the agreement,goldman,1,1,0.0,"Citizens Bank, N.A."
1791,65,what company is both the  book runner and the book runner in the agreement,goldman,1,1,0.0,"Citizens Bank, N.A."
1792,65,what company is both the  bookrunner and the bookrunner in the agreement,keybank,1,1,0.0,"Citizens Bank, N.A."
1793,65,what company is both the  bookrunners and the bookrunners in the agreement,keybank,1,1,0.0,"Citizens Bank, N.A."
1794,65,what company is both the lead bookrunner and the bookrunner in the agreement,keybank,1,1,0.0,"Citizens Bank, N.A."
1795,65,what company is both the  book manager and the book manager in the agreement,keybank,1,1,0.0,Not found
1796,65,what company is both the  lead arranger and the lead arranger in the agreement,keybank,1,1,0.0,"Citizens Bank, N.A."
1797,65,what company is both the lead arranger and the arranger in the agreement,keybank,1,1,0.0,"Citizens Bank, N.A."
1798,65,what company is both the  book runner and the book runner in the agreement,keybank,1,1,0.0,"Citizens Bank, N.A."
1799,65,what company is both the  bookrunner and the bookrunner in the agreement,truist securities,1,1,0.0,"Citizens Bank, N.A."
1800,65,what company is both the  bookrunners and the bookrunners in the agreement,truist securities,1,1,0.0,"Citizens Bank, N.A."
1801,65,what company is both the lead bookrunner and the bookrunner in the agreement,truist securities,1,1,0.0,"Citizens Bank, N.A."
1802,65,what company is both the  book manager and the book manager in the agreement,truist securities,1,1,0.0,Not found
1803,65,what company is both the  lead arranger and the lead arranger in the agreement,truist securities,1,1,0.0,"Citizens Bank, N.A."
1804,65,what company is both the lead arranger and the arranger in the agreement,truist securities,1,1,0.0,"Citizens Bank, N.A."
1805,65,what company is both the  book runner and the book runner in the agreement,truist securities,1,1,0.0,"Citizens Bank, N.A."
1806,65,who is the svp of truist bank,frank mccormack,2,0,0.0,Frank McCormack
1807,65,"who is the managing director of bank of america, n.a.",brian d. corum,2,0,0.0,Brian D. Corum
1808,65,"who is the director of citizens bank, n.a.",sean mcwhinnie,2,0,0.0,Sean McWhinnie
1809,65,who is the chief executive officer of mohegan tribal gaming authority,mario c. kontomerkos,2,0,0.0,Mario C. Kontomerkos
1810,65,what is the role in the agreement of the company where frank mccormack is employed,lender,2,0,0.0,Revolving Lender
1811,65,what is the role in the agreement of the company where brian d. corum is employed,lender,2,0,0.0,Swingline Lender and a Revolving Lender
1812,65,what is the role in the agreement of the company where mario c. kontomerkos is employed,borrower,2,0,0.0,Borrower
1813,65,what is the role in the agreement of the company where yumi okabe is employed,lender,2,0,0.0,Revolving Lender
1814,65,what is the role in the agreement of the company where philip tancorra is employed,lender,2,0,0.0,Revolving Lender
1815,65,what is the role in the agreement of the company where lise hinton is employed,lender,2,0,0.0,Revolving Lender
1816,65,what is the role in the agreement of the company where matthew j. bradley is employed,lender,2,0,0.0,Revolving Lender
1817,65,what is the role in the agreement of the company where whitney gaston is employed,lender,2,0,0.0,Revolving Lender
1818,65,what is the role in the agreement of the company where andrew griffin is employed,lender,2,0,0.0,Revolving Lender
1819,65,what is the role in the agreement of the company associated with citizens bank,trustee,2,0,0.0,"Administrative Agent, L/C Issuer, Collateral Trustee, Joint Lead Arranger, Joint Bookrunner"
1820,65,"what is the role in the agreement of the company associated with tribe, faegre drinker biddle reath llp",legal counsel,2,0,0.0,special Indian law counsel
1821,65,"what is the role in the agreement of the company associated with tribe, rosenn, jenkins greenwald llp",legal counsel,2,0,0.0,special Pennsylvania counsel
1822,65,what is the role in the agreement of the company associated with mohegan tribal gaming authority,borrower,2,0,0.0,Borrower
2844,43,what is the role in the agreement of the company associated with k12 california l.l.c,guarantors,2,0,0.0,Guarantor
2845,43,what is the role in the agreement of the company associated with k12 virtual schools l.l.c.,guarantors,2,0,0.0,Guarantor
2846,43,what is the role in the agreement of the company associated with k12 washington l.l.c.,guarantors,2,0,0.0,Guarantor
2847,43,"what is the role in the agreement of the company associated with power glide language courses, inc",guarantors,2,0,0.0,Guarantor
2848,43,"what is the role in the agreement of the company associated with fuel education llc,",guarantors,2,0,0.0,Guarantor
2849,43,what is the role in the agreement of the company associated with k12 classroom l.l.c,guarantors,2,0,0.0,Guarantor
2850,43,"what is the role in the agreement of the company associated with k12 florida l.l.c.,",guarantors,2,0,0.0,Guarantor
2851,43,what is the role in the agreement of the company associated with k12 inc,borrower,2,0,0.0,Borrower
2852,43,what is the role in the agreement of the company associated with k12 management inc.,guarantors,2,0,0.0,Guarantor
2853,43,what is the role in the agreement of the company associated with k12 services inc.,guarantors,2,0,0.0,Guarantor
2954,47,what position does anthony galea hold,vice president,1,0,,Vice President
2955,47,what position does bremmer kneib hold,vice president,1,0,,Vice President
2956,47,what position does brian mcnany hold,director,1,0,,Director
2957,47,what position does james edgemond hold,chief financial officer and treasurer,1,0,,Chief Financial Officer and Treasurer
2958,47,what position does john p. treadwell jr. hold,vice president,1,0,,Vice President
2959,47,what position does kirk tesch hold,managing director,1,0,,Managing Director
2960,47,what position does marni mcmanus hold,vice president,1,0,,Vice President
2961,47,what position does philip f. kurpiewski hold,vice president,1,0,,Senior Vice President
2962,47,what position does robert laporte hold,senior vice president,1,0,,Senior Vice President
2963,47,what position does samuel coward hold,vice president,1,0,,Vice President
2964,47,who is the vice president of barclays bank plc,samuel coward,2,0,0.0,Samuel Coward
2965,47,"who is the vice president of pnc bank, national association",bremmer kneib,2,0,0.0,Bremmer Kneib
2966,47,"who is the director of the bank of tokyo mitsubishi ufj, ltd.",brian mcnany,2,0,0.0,Brian McNany
2967,47,who is the chief financial officer and treasurer of united therapeutics corporation,james edgemond,2,0,0.0,James Edgemond
2968,47,"who is the managing director of wells fargo bank, national association",kirk tesch,2,0,0.0,Kirk Tesch
2969,47,what is the role in the agreement of the company where samuel coward is employed,lender,2,0,0.0,Lender
2970,47,what is the role in the agreement of the company where james edgemond is employed,borrower,2,0,0.0,Borrower
2971,47,what is the role in the agreement of the company associated with lung biotechnology pbc,guarantors,2,0,0.0,Guarantor
2972,47,what is the role in the agreement of the company associated with united therapeutics corporation,borrower,2,0,0.0,Borrower
3529,51,what position does cody gunsch hold,vice president,1,0,,Vice President
3530,51,what position does sonia flores hold,vp,1,0,,VP
3531,51,who is the treasurer of calpine corporation,zamir rauf,2,0,0.0,Zamir Rauf
3532,51,"who is the vice president, finance of calpine corporation",zamir rauf,2,0,0.0,Zamir Rauf
3533,51,"who is the vice president of morgan stanley senior funding, inc.",cody gunsch,2,0,0.0,Cody Gunsch
3534,51,"who is the vp of mufg union bank, n.a.",sonia flores,2,0,0.0,Sonia Flores
3535,51,what is the role in the agreement of the company where zamir rauf is employed,borrower,2,0,0.0,Borrower
3536,51,what is the role in the agreement of the company where sonia flores is employed,agent,2,0,0.0,Collateral Agent
3537,51,"what is the role in the agreement of the company associated with ing capital, llc",co manager,2,0,0.0,Co-Manager
3538,51,what is the role in the agreement of the company associated with cahill gordon reindel llp,administrative agent,2,0,0.0,Counsel to the Administrative Agent
3539,51,what is the role in the agreement of the company associated with calpine corporation,borrower,2,0,0.0,Borrower
3555,45,"what position does cynthia m. olson, hold",client services representative,1,0,,Client Services Representative
3556,45,what position does eric niedbalski hold,portfolio manager,1,0,,Portfolio Manager
3557,45,what position does harold r. carpenter hold,chief financial officer,1,0,,Chief Financial Officer
3558,45,what position does mark r. cousineau hold,senior vice president,1,0,,Senior Vice President
3559,45,what company is both the subsidiary borrower and the borrower in the agreement,"inc, pinnacle financial partners",1,1,0.0,Pinnacle Bank
3560,45,what company is both the subsidiary guarantor and the guarantor in the agreement,"inc, pinnacle financial partners",1,1,0.0,Not found
3561,45,who is the chief financial officer of pinnacle bank,harold r. carpenter,2,0,0.0,Harold R. Carpenter
3562,45,who is the client services representative of u.s. bank national association,cynthia m. olson,2,0,0.0,Cynthia M. Olson
3563,45,who is the portfolio manager of u.s. bank national association,eric niedbalski,2,0,0.0,Eric Niedbalski
3564,45,who is the senior vice president of u.s. bank national association,mark r. cousineau,2,0,0.0,Mark R. Cousineau
3565,45,what is the role in the agreement of the company where harold r. carpenter is employed,borrower,2,0,0.0,Borrower
3566,45,what is the role in the agreement of the company where mark r. cousineau is employed,lender,2,0,0.0,Lender
3567,45,what is the role in the agreement of the company where eric niedbalski is employed,lender,2,0,0.0,Lender
3568,45,"what is the role in the agreement of the company where cynthia m. olson, is employed",lender,2,0,0.0,Lender
3569,45,what is the role in the agreement of the company associated with pinnacle bank,borrower,2,0,0.0,Borrower
4458,25,what position does michael larsen hold,president,1,0,,"President of Hunt Companies Finance Trust, Inc., Five Oaks Acquisition Corp., and Hunt CMT Equity, LLC"
4459,25,what position does william p. mcloughlin hold,svp,1,0,,"SVP of Jefferies Leveraged Credit Products, LLC"
4460,25,"who is the president of hunt cmt equity, llc",michael larsen,2,0,0.0,Michael Larsen
4461,25,"who is the svp of jefferies leveraged credit products, llc",william p. mcloughlin,2,0,0.0,William P. McLoughlin
4462,25,what is the role in the agreement of the company where emily ergang pappas is employed,agent,2,0,0.0,Administrative Agent and Collateral Agent
4463,25,what is the role in the agreement of the company where michael larsen is employed,guarantor,2,0,0.0,"Borrower, Guarantor"
4464,25,what is the role in the agreement of the company where william p. mcloughlin is employed,lender,2,0,0.0,Initial Lender
4465,25,what is the role in the agreement of the company associated with five oaks acquisition corp.,guarantor,2,0,0.0,Guarantor
4466,25,"what is the role in the agreement of the company associated with five oaks acquisition corp. and hunt cmt equity, llc",guarantors,2,0,0.0,Guarantor
4467,25,what is the role in the agreement of the company associated with five oaks acquisition corp.,guarantors,2,0,0.0,Guarantor
4468,25,"what is the role in the agreement of the company associated with hunt companies finance trust, inc",borrower,2,0,0.0,Borrower
4469,25,"what is the role in the agreement of the company associated with hunt companies finance trust, inc.",borrower,2,0,0.0,Borrower
4470,25,"what is the role in the agreement of the company associated with hunt cmt equity, llc",guarantors,2,0,0.0,Guarantor
4471,25,"what is the role in the agreement of the company associated with hunt cmt equity, llc",guarantor,2,0,0.0,Guarantor
4472,25,"what is the role in the agreement of the company associated with jefferies leveraged credit products, llc",lender,2,0,0.0,Initial Lender
