document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
60,"what are the roles and subroles that bank of montreal and jpmorgan chase bank, n.a. share in the agreement that are not held by td bank, n.a.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and jpmorgan chase bank, n.a. share in the agreement that are not held by wells fargo bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and jpmorgan chase bank, n.a. share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and jpmorgan chase bank, n.a. share in the agreement that are not held by regions bank","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and jpmorgan chase bank, n.a. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by pnc bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,LLM parse error,0.0,0.7241379310344828,0.0,1
60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by td bank, n.a.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by wells fargo bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by regions bank","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by td bank, n.a.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by wells fargo bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by regions bank,"bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and u.s. bank national association share in the agreement that are not held by wells fargo bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and u.s. bank national association share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,what are the roles and subroles that bank of montreal and u.s. bank national association share in the agreement that are not held by regions bank,"bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and wells fargo securities llc share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,what are the roles and subroles that bank of montreal and wells fargo securities llc share in the agreement that are not held by regions bank,"bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bofa securities, inc. and citibank, n.a. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,LLM parse error,0.0,0.7241379310344828,0.0,1
60,"what are the roles and subroles that bofa securities, inc. and citibank, n.a. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bofa securities, inc. and jpmorgan chase bank, n.a. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,LLM parse error,0.0,0.7241379310344828,0.0,1
60,"what are the roles and subroles that bofa securities, inc. and jpmorgan chase bank, n.a. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bofa securities, inc. and mufg bank, ltd. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,LLM parse error,0.0,0.7241379310344828,0.0,1
60,"what are the roles and subroles that bofa securities, inc. and mufg bank, ltd. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bofa securities, inc. and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that bofa securities, inc. and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that bofa securities, inc. and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that citibank, n.a. and jpmorgan chase bank, n.a. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,Documentation Agent,0.0,0.8275862068965517,0.0,1
60,"what are the roles and subroles that citibank, n.a. and jpmorgan chase bank, n.a. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that citibank, n.a. and mufg bank, ltd. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that citibank, n.a. and mufg bank, ltd. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that citibank, n.a. and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that citibank, n.a. and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that citibank, n.a. and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that jpmorgan chase bank, n.a. and mufg bank, ltd. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that jpmorgan chase bank, n.a. and mufg bank, ltd. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that jpmorgan chase bank, n.a. and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that jpmorgan chase bank, n.a. and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that jpmorgan chase bank, n.a. and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that mufg bank, ltd. and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that mufg bank, ltd. and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that mufg bank, ltd. and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,"what are the roles and subroles that u.s. bank national association and wells fargo securities llc share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
60,what are the roles and subroles that u.s. bank national association and wells fargo securities llc share in the agreement that are not held by regions bank,"bookrunner, book manager, lead arranger",1,3,1,Joint Lead Arranger and Joint Bookrunner,0.6,0.775,0.31710746658027095,3
60,"what are the roles and subroles that u.s. bank national association and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,,0.0,0.0,0.0,1
77,what are the positions held by blair w. todt but not by kenneth c. misemer or mark hardison,"secretary, chief legal, administrative officer",1,3,True,Chief Legal and Administrative Officer; Secretary,0.7272727272727272,0.5102040816326531,0.8466473536503037,5
66,what are the roles and subroles that bnp paribas securities corp. and bank of the west share in the agreement that are not held by keybanc capital markets,"bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
66,what are the roles and subroles that bnp paribas securities corp. and barclays bank plc share in the agreement that are not held by keybanc capital markets,"bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
66,"what are the roles and subroles that bnp paribas securities corp. and bofa securities, inc. share in the agreement that are not held by keybanc capital markets","bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
66,what are the roles and subroles that bnp paribas securities corp. and citigroup global markets inc. share in the agreement that are not held by keybanc capital markets,"bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
66,what are the roles and subroles that bank of the west and barclays bank plc share in the agreement that are not held by keybanc capital markets,"bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
66,"what are the roles and subroles that bank of the west and bofa securities, inc. share in the agreement that are not held by keybanc capital markets","bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
66,what are the roles and subroles that bank of the west and citigroup global markets inc. share in the agreement that are not held by keybanc capital markets,"bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
66,"what are the roles and subroles that barclays bank plc and bofa securities, inc. share in the agreement that are not held by keybanc capital markets","bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
66,what are the roles and subroles that barclays bank plc and citigroup global markets inc. share in the agreement that are not held by keybanc capital markets,"bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
66,"what are the roles and subroles that bofa securities, inc. and citigroup global markets inc. share in the agreement that are not held by keybanc capital markets","bookrunner, book manager, lead arranger",1,3,1,Not found,0.0,0.8648648648648649,0.0,1
59,what are the roles and subroles that bank of the west and branch banking and trust company share in the agreement that are not held by u.s. bank,"co syndication agent, co documentation agent",1,3,1,Not found,0.0,0.8372093023255814,0.0,1
59,"what are the roles and subroles that bank of the west and citibank, n.a. share in the agreement that are not held by u.s. bank","co syndication agent, co documentation agent",1,3,1,Not found,0.0,0.8372093023255814,0.0,1
59,what are the roles and subroles that bank of the west and fifth third bank share in the agreement that are not held by u.s. bank,"co syndication agent, co documentation agent",1,3,1,Joint Lead Arranger; Joint Book Runner,0.0,0.7674418604651163,0.0,1
165,what are the positions held by johan nystedt but not by pacella lehane or ryan zimmerman,"treasurer, investor relations officer",1,3,True,Treasurer; Investor Relations Officer,0.75,0.02702702702702703,1.0,5
83,what are the positions held by michael ray but not by rita e. dillon or steve levi,"secretary, general counsel",1,3,True,General Counsel; Secretary,0.6666666666666666,0.8076923076923077,1.0000000000000002,5
83,what are the positions held by michael ray but not by rita e. dillon or steve ryan,"secretary, general counsel",1,3,True,General Counsel; Secretary,0.6666666666666666,0.8076923076923077,1.0000000000000002,5
83,what are the positions held by michael ray but not by steve levi or steve ryan,"secretary, general counsel",1,3,True,General Counsel; Secretary,0.6666666666666666,0.8076923076923077,1.0000000000000002,5
145,what are the positions held by christopher stephen guinta but not by joseph d. glatt or guy major,"manager, legal representative, chief financial officer",1,3,True,"['Chief Financial Officer', 'Director', 'Authorized Signatory', 'Legal Representative']",0.14285714285714288,0.7619047619047619,0.5727393584196198,4
145,what are the positions held by christopher stephen guinta but not by joseph d. glatt or tammy jennissen,"manager, legal representative, chief financial officer",1,3,True,"['Chief Financial Officer', 'Director', 'Authorized Signatory', 'Legal Representative']",0.14285714285714288,0.7619047619047619,0.5727393584196198,4
145,what are the positions held by christopher stephen guinta but not by guy major or tammy jennissen,"manager, legal representative, chief financial officer",1,3,True,"['Chief Financial Officer', 'Authorized Signatory', 'Legal Representative']",0.15384615384615383,0.7808219178082192,0.6327904583679945,4
137,"what are the roles and subroles that deutsche bank securities inc. and merrill lynch, pierce, fenner smith incorporated share in the agreement that are not held by regions capital markets,","bookrunner, lead arranger",1,3,1,Not found,0.0,0.875,0.0,1
137,"what are the roles and subroles that deutsche bank securities inc. and regions capital markets share in the agreement that are not held by regions capital markets,","bookrunner, lead arranger",1,3,1,Not found,0.0,0.875,0.0,1
137,"what are the roles and subroles that merrill lynch, pierce, fenner smith incorporated and regions capital markets share in the agreement that are not held by regions capital markets,","bookrunner, lead arranger",1,3,1,Not found,0.0,0.875,0.0,1
121,what are the positions held by peter c. underwood but not by s. bradley mcdougall or shirley shipley,"secretary, general counsel",1,3,True,"['General Counsel', 'Secretary']",0.0,0.7741935483870968,1.0000000000000002,5
126,"what are the roles and subroles that bank of america, n.a. and bnp paribas share in the agreement that are not held by citibank, n.a.","documentation agent, co syndication agent",1,3,1,"Bank of America, N.A. is named as a **Co‑Syndication Agent** (and also as a Lender), a role that Citibank, N.A. does not hold. BNP Paribas is named as a **Documentation Agent** (and also as a Lender), a role that Citibank, N.A. does not hold. Both Bank of America and BNP Paribas are also Lenders, but that role is shared with Citibank, N.A., so it is not exclusive.",0.0,0.8962536023054755,0.15342553542521659,5
