Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,sum_values
3349,90,who are the directors of ing bank n.v.,"clement yu, annie chung, ming k. chu, mukesh singh, sean hassett, brad matthews, todd grossnickle",2,0,,Not found,1,3
3350,90,who are the managing directors of ing bank n.v.,"kaye ea, barry fehily, michael pearce, kevin d. higgins",2,0,,Not found,1,3
3352,84,what are the positions held by both chwan ming ho and edward chen,"vp, general manager",1,1,,"General Manager and SVP, General Manager and VP",1,3
3353,84,what are the positions held by both chwan ming ho and li hua huang,"vp, general manager",1,1,,Not found,1,3
3354,84,what are the positions held by both edward chen and li hua huang,"vp, general manager",1,1,,Not found,1,3
3355,84,who are the authorized signatorys of royal bank of canada,"michael king, joshua freedman",2,0,,Authorized Signatory,1,3
3356,84,who are the general managers of bank of taiwan,"alexander wu, chwan ming ho",2,0,,General Manager,1,3
3357,84,who are the general managers of e.sun commercial bank,"edward chen, li hua huang",2,0,,Not found,1,3
3358,84,who are the vps of e.sun commercial bank,"edward chen, li hua huang",2,0,,VP,1,3
3359,84,who are the vice presidents of deutsche bank ag,"ming k. chu, joshua turner, virginia cosenza",2,0,,Not found,1,3
3360,84,who are the managing directors of credit agricole corporate and investment bank,"amy trapp, helga blum, tanya crossley, kazuhisa matsuda",2,0,,Not found,1,3
3361,84,who are the directors of bank of america,"bill o ly, lana gifas, andrea s. chen, amie l. edwards",2,0,,Not found,1,3
3362,84,"who are the senior vice presidents of health care reit, inc.","brian tuerff, samuel a. bluso, james m. armstrong, michael a. crabtree",2,0,,Not found,1,3
3363,84,who are the vice presidents of keybank national association,"kristy ahee, laura conway, john c. rowland, kirby r. holman, scott o connell, bershunda j. taylor, christina p. blackwell",2,0,,Not found,1,3
3364,84,what are the roles in the agreement of the company where audrey pishnery is employed,"l c issuer, administrative agent",2,0,,"Servicing Officer, Manager",1,3
3365,84,what are the roles in the agreement of the company where kirby r. holman is employed,"l c issuer, administrative agent",2,0,,Not found,1,3
3366,84,what are the roles in the agreement of the company where john c. rowland is employed,"l c issuer, administrative agent",2,0,,Not found,1,3
3367,84,what are the roles in the agreement of the company where kristy ahee is employed,"l c issuer, administrative agent",2,0,,Not found,1,3
3368,84,what are the roles in the agreement of the company where christina p. blackwell is employed,"l c issuer, administrative agent",2,0,,Not found,1,3
3369,84,what are the roles in the agreement of the company where scott o connell is employed,"l c issuer, administrative agent",2,0,,Not found,1,3
3370,84,what are the roles in the agreement of the company where elsa o brien is employed,"l c issuer, administrative agent",2,0,,Not found,1,3
3371,84,what are the roles in the agreement of the company where bershunda j. taylor is employed,"l c issuer, administrative agent",2,0,,Not found,1,3
3372,84,what are the roles in the agreement of the company where laura conway is employed,"l c issuer, administrative agent",2,0,,Manager,1,3
3378,85,what are the roles in the agreement of the company where kenneth butler is employed,"agent, lender",2,0,,Agent and Lender,1,3
3379,91,what are the roles in the agreement of the company where thomas m. foncannon is employed,lender,2,0,,"Senior Vice President, Address for Notices, Address for Payments",1,3
3381,147,who are the directors of barclays bank plc,"ronnie glenn, joseph l. corah",2,0,,Graham Robertson,1,3
3382,147,"who are the authorized signatorys of morgan stanley senior funding, inc.","komal shah, whitney gaston, graham robertson",2,0,,"Jack Kelly, Eugene Yermash, Philip Tancorra",1,3
3383,147,who are the vice presidents of hsbc bank usa,"jack kelly, eugene yermash, michael strobel, philip tancorra",2,0,,Lender,1,3
3384,147,what are the roles in the agreement of the company where thomas manning is employed,"lender, l c issuer",2,0,,Managing Director,1,3
3385,147,what are the roles in the agreement of the company where raymond ventura is employed,"lender, l c issuer",2,0,,Managing Director,1,3
3386,147,what are the roles in the agreement of the company where joseph l. corah is employed,"lender, l c issuer",2,0,,Managing Director,1,3
3387,147,what are the roles in the agreement of the company where ronnie glenn is employed,"lender, l c issuer",2,0,,Managing Director,1,3
3388,147,what are the roles in the agreement of the company where dawn lee lum is employed,"agent, lender, l c issuer",2,0,,Managing Director,1,3
3389,147,what are the roles in the agreement of the company where komal shah is employed,"lender, l c issuer",2,0,,Managing Director,1,3
3390,147,what are the roles in the agreement of the company where graham robertson is employed,"lender, l c issuer",2,0,,Managing Director,1,3
3391,147,what are the roles in the agreement of the company where whitney gaston is employed,"lender, l c issuer",2,0,,Managing Director,1,3
3404,153,"who are the senior vice presidents of hsbc bank usa, national association","david a. wild, kyle patterson",2,0,,"Kyle Patterson, David A. Wild",1,3
3405,153,who are the directors of truist bank,"francis groccia, renata i. levine, michael j. mcwalters",2,0,,"Renata I. Levine, Colin Murphy",1,3
3406,153,what are the roles in the agreement of the company where grace mahood is employed,"agent, lender, issuing bank",2,0,,"Administrative Agent, Swingline Lender, Issuing Bank",1,3
3407,153,what are the roles in the agreement of the company where daniel russell is employed,"lender, issuing bank, co syndication agents",2,0,,"Lender, Issuing Bank",1,3
3408,153,what are the roles in the agreement of the company where francis groccia is employed,"lender, issuing bank, co syndication agents",2,0,,"Lender, Issuing Bank",1,3
3409,153,what are the roles in the agreement of the company where renata i. levine is employed,"lender, issuing bank, co syndication agents",2,0,,"Lender, Issuing Bank",1,3
3410,153,what are the roles in the agreement of the company where michael j. mcwalters is employed,"lender, issuing bank, co syndication agents",2,0,,"Lender, Issuing Bank",1,3
3421,52,who are the directors of bank of the west,"lauren hom, adriana collins, michelle c. phillips",2,0,,Adriana Collins,1,3
3422,52,"who are the authorized signatorys of morgan stanley bank, n.a.","annie carr, john flores, michael king",2,0,,"Annie Carr, Michael King",1,3
3423,52,who are the vice presidents of the northern trust company,"carolyn kee, jeff benedix, john lascody",2,0,,John Lascody,1,3
3424,52,who are the managing directors of wells fargo bank,"barry bergman, james travagline",2,0,,"Barry Bergman, James Travagline",1,3
3450,145,who are the directors of path ltd,"guy major, joseph d. glatt, tammy jennissen",2,0,,"Christopher Stephen Guinta, Christopher Stephen Guinta",1,3
3451,145,what are the roles in the agreement of the company where emily ergang pappas is employed,"collateral agent, administrative agent",2,0,,Associate Counsel,1,3
3455,151,who are the managing directors of bnp paribas,"john bosco, andrea s chen, michael pearce, iain p. stewart",2,0,,Not found,1,3
3456,151,who are the executive directors of jpmorgan chase bank,"tracy rahn, gail motonaga, anders holmgaard, gregory t martin",2,0,,Not found,1,3
3457,151,who are the vice presidents of bank of america,"tanille ingle, richard rivera, robert botcherby, christopher coney",2,0,,Not found,1,3
3458,151,who are the authorized signatorys of credit suisse ag,"jack lonker, michael king, scott macvicar, judith e. smith, jessica gavarkovs, william e. briggs iv",2,0,,Not found,1,3
3459,151,who are the directors of barclays bank plc,"annie chung, mindy k. chu, ronnie glenn, sean hassett, arjun talwalkar, cormac langford, jennifer s. o neill",2,0,,Not found,1,3
3460,151,what are the roles in the agreement of the company where gregory t martin is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,,L/C Issuer,1,3
3461,151,what are the roles in the agreement of the company where tracy rahn is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,,L/C Issuer,1,3
3462,151,what are the roles in the agreement of the company where gail motonaga is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,,L/C Issuer,1,3
3463,151,what are the roles in the agreement of the company where anders holmgaard is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,,L/C Issuer,1,3
3464,151,what are the roles in the agreement of the company where joseph l. corah is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,,"Joseph L. Corah, Christopher Coney",1,3
3465,151,what are the roles in the agreement of the company where christopher coney is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,,"Joseph L. Corah, Christopher Coney",1,3
3466,151,what are the roles in the agreement of the company where tanille ingle is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,,Tanille Ingle,1,3
3467,151,what are the roles in the agreement of the company where robert botcherby is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,,Robert Botcherby,1,3
3468,151,what are the roles in the agreement of the company where richard rivera is employed,"agent, lender, l c issuer, bookrunners, lead arrangers",2,0,,Richard Rivera,1,3
3469,151,what are the roles in the agreement of the company where arjun talwalkar is employed,"agent, lender, l c issuer, bookrunners",2,0,,Arjun Talwalkar,1,3
3470,151,what are the roles in the agreement of the company where jennifer s. o neill is employed,"agent, lender, l c issuer, bookrunners",2,0,,Jennifer S. O'Neill,1,3
3471,151,what are the roles in the agreement of the company where sean hassett is employed,"agent, lender, l c issuer, bookrunners",2,0,,Sean Hassett,1,3
3472,151,what are the roles in the agreement of the company where cormac langford is employed,"agent, lender, l c issuer, bookrunners",2,0,,Cormac Langford,1,3
3473,151,what are the roles in the agreement of the company where annie chung is employed,"agent, lender, l c issuer, bookrunners",2,0,,Annie Chung,1,3
3474,151,what are the roles in the agreement of the company where mindy k. chu is employed,"agent, lender, l c issuer, bookrunners",2,0,,Mindy K. Chu,1,3
3475,151,what are the roles in the agreement of the company where ronnie glenn is employed,"agent, lender, l c issuer, bookrunners",2,0,,Ronnie Glenn,1,3
3482,87,"who are the senior vice presidents of armstrong flooring, inc","jennifer yan, ronald d. ford",2,0,,Not found,1,3
3483,87,who are the vice presidents of manufacturers and traders trust company,"sarah c. lesser, douglas b. bingham",2,0,,Not found,1,3
3484,93,who are the senior vice presidents of stratus properties inc.,"erin d. pickens, sterling j. silver",2,0,,Erin D. Pickens,1,3
3487,86,who are the vice presidents of comerica bank,"wayne liao, rosanne parsill",2,0,,Wayne Liao,1,3
3488,86,what are the roles in the agreement of the company where julie yamauchi is employed,"lender, l c issuer, administrative agent",2,0,,"Administrative Agent, Lender, Swing Line Lender, and L/C Issuer",1,3
3490,150,"what are the roles in the agreement of the company where r. goldsborough, p. healy is employed","collateral agent, administrative agent",2,0,,"Vice President, General Counsel",1,3
3491,150,what are the roles in the agreement of the company where raye goldsborough is employed,"collateral agent, administrative agent",2,0,,Vice President,1,3
3493,144,what are the roles in the agreement of the company where maurice amsellem is employed,"agent, lender",2,0,,"Authorized Signatory, Authorized Signatory, Vice President",1,3
3494,51,what are the roles in the agreement of the company where cody gunsch is employed,"agent, lender, arrangers, bookrunners",2,0,,Administrative Agent and Lender,1,3
3509,79,who are the authorized signatorys of morgan stanley bank,"michael king, noel purcell",2,0,,"Michael King, Darlene Arias",1,3
3510,79,who are the senior vice presidents of branch banking and trust company,"mark edwards, jean m. brennan, charles mclaughlin",2,0,,"Mark Edwards, John R. Roach, Jr.",1,3
3511,79,"who are the directors of wells fargo bank, national association","darlene arias, d. bryan gregory, michael r mellott",2,0,,Not found,1,3
3512,79,who are the vice presidents of citigroup global markets inc,"jr., derek chang, casey gehrig, cheryl snoor, john r. roach, john c. rowland, helen h. gateson",2,0,,Not found,1,3
3513,79,what are the roles in the agreement of the company where d. bryan gregory is employed,"lenders, administrative agent",2,0,,Documentation Agent,1,3
3514,79,what are the roles in the agreement of the company where darlene arias is employed,"lenders, administrative agent",2,0,,Syndication Agent,1,3
3515,79,what are the roles in the agreement of the company where tari mock is employed,"lenders, administrative agent",2,0,,Borrower,1,3
3516,79,what are the roles in the agreement of the company where michael r mellott is employed,"lenders, administrative agent",2,0,,Borrower,1,3
3517,79,"what are the roles in the agreement of the company where john r. roach, jr. is employed","arrangers, bookrunners, syndication agents",2,0,,Borrower,1,3
3518,79,what are the roles in the agreement of the company where derek chang is employed,"arrangers, bookrunners, syndication agents",2,0,,Not found,1,3
3519,79,what are the roles in the agreement of the company where casey gehrig is employed,"arrangers, bookrunners, syndication agents",2,0,,Not found,1,3
3520,79,what are the roles in the agreement of the company where john c. rowland is employed,"arrangers, bookrunners, syndication agents",2,0,,Not found,1,3
3521,79,what are the roles in the agreement of the company where cheryl snoor is employed,"arrangers, bookrunners, syndication agents",2,0,,Not found,1,3
3522,79,what are the roles in the agreement of the company where helen h. gateson is employed,"arrangers, bookrunners, syndication agents",2,0,,Not found,1,3
3534,123,who are the authorized signatorys of credit suisse ag,"bill o ly, julia ivanova, robert ehudin, kelly heimrich",2,0,,"Bill O'Daly, Kelly Heimrich",1,3
3535,123,who are the directors of ing bank n.v,"andrew payne, sean hassett, ravneet mumick",2,0,,"Shaun Hawley, Sean Hassett",1,3
3536,123,who are the vice presidents of ing bank n.v,"shaun hawley, brandon k. fiddler, gene r. riego de dios",2,0,,"Shaun Hawley, Sean Hassett",1,3
3539,137,"what roles do both bank of america, n.a. and regions bank have in the agreement","bank, agent",1,1,,"Lenders, initial issuing banks, and swing line banks",1,3
3540,137,"what roles do both deutsche bank securities inc. and merrill lynch, pierce, fenner smith incorporated have in the agreement","arranger, bookrunner",1,1,,Joint lead arrangers and joint bookrunners,1,3
3541,137,what roles do both deutsche bank securities inc. and regions capital markets have in the agreement,"arranger, bookrunner",1,1,,Joint lead arrangers and joint bookrunners,1,3
3542,137,"what roles do both merrill lynch, pierce, fenner smith incorporated and regions capital markets have in the agreement","arranger, bookrunner",1,1,,Joint lead arrangers and joint bookrunners,1,3
3548,137,who are the vice presidents of regions bank,"john sletten, james komperda, joseph j. seroke, murray mackinnon, t. barrett vawter",2,0,,Jule Ann Martin,1,3
3549,137,who are the senior vice presidents of u.s. bank national association,"eric searls, scott dejong, alexander l. rody",2,0,,"Scott DeJong, Joseph J. Seroke",1,3
3557,122,who are the authorized signatorys of credit suisse ag,"doreen barr, lingzi huang, michael king",2,0,,"Lingzi Huang, Andres Neumeier",1,3
3558,122,"who are the vice presidents of jpmorgan chase bank, n.a","anna smith, maureen maroney, kristen m. murphy",2,0,,Kristen M. Murphy,1,3
3559,122,who are the managing directors of the bank of nova scotia,"jr., tony gordon, thane rattew, ross levitsky, andy mcclinton, andres neumeier, kenneth p. sneider",2,0,,"Thane Rattew, Ross Levitsky",1,3
3560,122,who are the directors of unicredit bank a.g.,"cfa, maria lago, jody feldman, bill seabrook, n. j. hardman, robert grillo, craig m. pinsly, diederik sluijs, christopher choi, michelle s. dagenhart",2,0,,"Maria Lago, Craig M. Pinsly",1,3
3597,108,who are the vice presidents of keybank national association,"andrew white, lori y. jensen, gregory w. lane",2,0,,"Gregory W. Lane, Lee Surtees",1,3
3599,134,"who are the vice presidents of jpmorgan chase bank, n.a","nelson arteaga, mohammad s hasan",2,0,,Nathan Parmenter and Mohammad Hasan,1,3
3600,134,what are the roles in the agreement of the company where nelson arteaga is employed,"agent, lender",2,0,,"Lender, Vice President",1,3
3601,134,what are the roles in the agreement of the company where mohammad s hasan is employed,"agent, lender",2,0,,"Administrative Agent, Collateral Agent, Vice President",1,3
3606,120,who are the senior vice presidents of pnc bank,"winita lau, kent gorman, john t. murphy",2,0,,Not found,1,3
3607,120,who are the senior vice presidents of bank hapoalim b.m,"curt steiner, mark a. edwards, charles mclaughlin",2,0,,Not found,1,3
3608,120,who are the vice presidents of bank hapoalim b.m,"greg conner, cheryl sneor, rory desmond, lori chambers, james p. surless",2,0,,Not found,1,3
3611,121,"who are the authorized signatorys of mizuho bank, ltd","donna demagistris, victor pierzchalski",2,0,,"Donna DeMagistris, Shuji Yabe",1,3
3612,121,who are the managing directors of bank of the west,"shuji yabe, joshua r. pirozzolo",2,0,,"Joshua R. Pirozzolo, Victor Pierzchalski",1,3
3613,121,who are the vps of bank of taiwan,"jane chang, murtuza ziauddin",2,0,,"Jane Chang, Li Yin Wang",1,3
3614,121,"who are the svps of bank of east asia, limited","james hua, kitty sin",2,0,,"James Hua, Kitty Sin",1,3
3615,121,who are the vice presidents of pnc bank,"derek chang, corey j. davis, christopher r. hermann",2,0,,"Christopher R. Hermann, Victor Pierzchalski",1,3
3616,121,who are the directors of the metropolitan life insurance company,"chris hursey, paul hultgren, steven r. bruno",2,0,,"Steven R. Bruno, Murtuza Ziauddin",1,3
3617,121,who are the senior vice presidents of hsbc bank usa,"michael dixon, carla balesano, joseph philbin, michele dragonetti",2,0,,"Joseph Philbin, Shuji Yabe",1,3
3618,121,who are the vice presidents of fifth third bank,"darran wee, eric harvey, mary r. wright, shirley shipley, daniel vilarelle, peter c. underwood, s. bradley mcdougall",2,0,,"Paul Hultgren, Eric Harvey",1,3
3621,135,"what roles do both citigroup global markets inc. and dnb markets, inc. have in the agreement","arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3622,135,what roles do both citigroup global markets inc. and j.p. morgan securities llc have in the agreement,"arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3623,135,"what roles do both citigroup global markets inc. and merrill lynch, pierce, fenner smith incorporated have in the agreement",bookrunner,1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3624,135,"what roles do both citigroup global markets inc. and mizuho bank, ltd. have in the agreement","arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3625,135,"what roles do both citigroup global markets inc. and wells fargo securities, llc have in the agreement","arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3626,135,"what roles do both dnb markets, inc. and j.p. morgan securities llc have in the agreement","arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3627,135,"what roles do both dnb markets, inc. and merrill lynch, pierce, fenner smith incorporated have in the agreement",bookrunner,1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3628,135,"what roles do both dnb markets, inc. and mizuho bank, ltd. have in the agreement","arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3629,135,"what roles do both dnb markets, inc. and wells fargo securities, llc have in the agreement","arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3630,135,"what roles do both j.p. morgan securities llc and merrill lynch, pierce, fenner smith incorporated have in the agreement",bookrunner,1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3631,135,"what roles do both j.p. morgan securities llc and mizuho bank, ltd. have in the agreement","arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3632,135,"what roles do both j.p. morgan securities llc and wells fargo securities, llc have in the agreement","arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3633,135,"what roles do both merrill lynch, pierce, fenner smith incorporated and mizuho bank, ltd. have in the agreement",bookrunner,1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3634,135,"what roles do both merrill lynch, pierce, fenner smith incorporated and wells fargo securities, llc have in the agreement",bookrunner,1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3635,135,"what roles do both mizuho bank, ltd. and wells fargo securities, llc have in the agreement","arranger, bookrunner",1,1,,Joint Lead Arrangers and Joint Bookrunners,1,3
3640,135,who are the managing directors of bnp paribas,"cheryl labelle, joseph onischuk",2,0,,"Joseph ONISCHUK, Reginald CRICHLOW",1,3
3641,135,who are the senior vice presidents of branch banking and trust company,"devon j. lang, cathleen buckley",2,0,,"Anders Platou, Cathleen Buckley",1,3
3642,135,who are the directors of deutsche bank ag new york branch,"adam h. fey, mark sparrow, darlene arias, andreas bubenzer paim",2,0,,"Richard Antl, William Reid",1,3
3643,135,"who are the authorized signatorys of morgan stanley bank, n.a.","leon mo, michael king, richard antl, william reid",2,0,,David Kee,1,3
3644,135,"who are the managing directors of wells fargo bank, national association","david kee, gumaro tijerina, michael a. tribolet, michiel van der voort",2,0,,Michael A. Tribolet,1,3
3645,135,"who are the vice presidents of plains all american pipeline, l.p.","les werme, hans beekmans, shannon juhan, gabriel juarez, john c. lozano, david valentine, m. colin warman, mark oberreuter, rosanne parsill, virginia cosenza, reginald crichlow, sharon s. spurlin, christine aharonian",2,0,,"Sharon S. Spurlin, PAA GP LLC, PLAINS AAP, L.P., PLAINS ALL AMERICAN GP LLC",1,3
3646,135,what are the roles in the agreement of the company where stephanie balette is employed,"agent, lender",2,0,,Co-Syndication Agent and Lender,1,3
3647,135,what are the roles in the agreement of the company where michiel van der voort is employed,"agent, lender",2,0,,Managing Director,1,3
3648,135,what are the roles in the agreement of the company where gumaro tijerina is employed,"agent, lender",2,0,,Vice President,1,3
3649,135,what are the roles in the agreement of the company where david kee is employed,"agent, lender",2,0,,"Mizuho Bank, Ltd. is a Lender and Co-Documentation Agent.",1,3
3650,135,what are the roles in the agreement of the company where michael a. tribolet is employed,"agent, lender",2,0,,"Wells Fargo Bank, National Association is a Lender and Co-Syndication Agent.",1,3
3659,109,"who are the directors of liberated syndication inc., webmayhem inc, and pair networks, inc","douglas polinksy, j. gregory smith, denis yevstifeyey",2,0,,"J. Gregory Smith, Douglas Polinsky, Denis Yevstifeyey",1,3
3678,24,who are the senior vice presidents of pnc bank national association,"j. lee hord, chad mcmasters",2,0,,Chad McMasters,1,3
3679,24,"who are the vice presidents of jpmorgan chase bank, n.a.","jaime gitler, courtney jones, paul e. burgan, jessica trombly",2,0,,"Jaime Gitler, Courtney Jones, Jessica Trombly, Paul E. Burgan",1,3
3680,24,what are the roles in the agreement of the company where james a. fleming is employed,"manager, arranger, bookrunner, general partner",2,0,,Executive Vice President and Chief Financial Officer,1,3
3681,24,what are the roles in the agreement of the company where jessica trombly is employed,"agent, lender, bookrunner, lead arranger",2,0,,Vice President,1,3
3682,24,what are the roles in the agreement of the company where courtney jones is employed,"agent, lender, bookrunner, lead arranger",2,0,,Vice President,1,3
3683,24,what are the roles in the agreement of the company where paul e. burgan is employed,"agent, lender, bookrunner, lead arranger",2,0,,Vice President,1,3
3684,24,what are the roles in the agreement of the company where jaime gitler is employed,"agent, lender, bookrunner, lead arranger",2,0,,Vice President,1,3
3685,24,what are the roles in the agreement of the company where sangeeta mahadevan is employed,"agent, lender",2,0,,,1,3
3691,131,who are the authorized signatorys of blackstone private credit fund,"john bumgarner, marisa j. beeney, matthieu milgrom",2,0,,Marisa J. Beeney,1,3
3692,125,"who are the senior vice presidents of bank of america, n.a.","david r. barney, eric j. cosgrove",2,0,,David R. Barney,1,3
3694,118,who are the directors of suntrust bank,"daniel r. van aken, j. haynes gentry iii",2,0,,,1,3
3695,118,who are the managing directors of cooperatieve centraleraiffeisen boerenleenbank,"peter duncan, carl a. mayer iii",2,0,,,1,3
3696,118,who are the authorized signatorys of goldman sachs bank usa,"kelly chin, samuel miller, christopher day, charles d. johnston",2,0,,"Authorized Signatory, Authorized Signatory",1,3
3697,118,who are the vice presidents of bmo harris financing inc.,"hal nelson, brendan korb, joan spiotto, ronnie glenn, daniel j. miller",2,0,,"Vice President, Vice President",1,3
3698,118,what are the roles in the agreement of the company where samuel miller is employed,"agents, arrangers, bookrunners",2,0,,,1,3
3699,118,what are the roles in the agreement of the company where christopher day is employed,"agents, arrangers, bookrunners",2,0,,,1,3
3700,118,what are the roles in the agreement of the company where kelly chin is employed,"agents, arrangers, bookrunners",2,0,,,1,3
3701,118,what are the roles in the agreement of the company where charles d. johnston is employed,"agents, arrangers, bookrunners",2,0,,,1,3
3705,124,"who are the vice presidents of first niagara bank, n.a.,","michael k. makaitis, randall r. phillips",2,0,,Randall R. Phillips,1,3
3706,124,who are the senior vice presidents of citibank n.a.,"craig welch, michael mcmahon, christine keating, thomas c. strasenburgh",2,0,,Christine Keating,1,3
3707,124,what are the roles in the agreement of the company where peter m. killea is employed,"lender, bookrunners, syndication agents",2,0,,Lender,1,3
3760,130,"who are the managing directors of fifth third bank, national association","mark holm, mike ross",2,0,,"The managing directors of Fifth Third Bank, National Association are not mentioned in the agreement.",1,3
3761,130,"who are the senior vice presidents of umb bank, n.a.","cory miller, michael l. monninger",2,0,,"The senior vice presidents of Umb Bank, N.A. are not mentioned in the agreement.",1,3
3762,130,who are the directors of bancorpsouth bank,"aaron wade, jacob mcgee, j. carlos navarrete",2,0,,The directors of BancorpSouth Bank are not mentioned in the agreement.,1,3
3763,130,what are the roles in the agreement of the company where kevin couch is employed,"lender, issuing bank",2,0,,"Kevin Couch is a Senior Vice President/Commercial Credit Officer at Bank of America, N.A.",1,3
3764,130,what are the roles in the agreement of the company where stephanie balette is employed,"agent, issuing bank",2,0,,"Stephanie Balette is an Authorized Officer at JPMorgan Chase Bank, N.A.",1,3
3765,130,what are the roles in the agreement of the company where yvonne brazier is employed,"agent, issuing bank",2,0,,"Yvonne Brazier is a Manager, Agency Services at Royal Bank of Canada.",1,3
3766,130,what are the roles in the agreement of the company where john flores is employed,"agent, issuing bank",2,0,,John Flores is an Authorized Signatory at Royal Bank of Canada.,1,3
3780,31,"who are the executive directors of canadian imperial bank of commerce, new york agency","eoin roche, richard j. poworoznek",2,0,,"Eoin Roche, Robert Casey",1,3
3781,31,who are the authorized signatorys of goldman sachs bank usa,"mark walton, robert casey",2,0,,Mark Walton,1,3
3782,31,"who are the directors of hsbc bank usa, national association","george manchenko, scott w. reynolds",2,0,,George Manchenko,1,3
3783,31,"who are the vice presidents of bank of america, n.a.","dhiren desai, maureen maroney, oscar d. cortez, anthea del bianco, kurban h. merchant",2,0,,"Anthea Del Bianco, Scott W. Reynolds",1,3
3784,31,what are the roles in the agreement of the company where johanna minaya is employed,"agents, lender, book runners",2,0,,"Associate Director, Documentation Manager",1,3
3785,31,what are the roles in the agreement of the company where robert k. reddington is employed,"agents, lender, book runners",2,0,,"Documentation Manager, Associate Director",1,3
3786,31,what are the roles in the agreement of the company where richard j. poworoznek is employed,"agents, lender, book runners",2,0,,"Executive Director, Director",1,3
3787,31,what are the roles in the agreement of the company where eoin roche is employed,"agents, lender, book runners",2,0,,"Executive Director, Authorized Signatory",1,3
3788,31,what are the roles in the agreement of the company where kurban h. merchant is employed,"agent, lender",2,0,,"Vice President, Vice President",1,3
3789,31,what are the roles in the agreement of the company where dhiren desai is employed,"agent, lender",2,0,,"Vice President, Vice President",1,3
3790,31,what are the roles in the agreement of the company where maureen maroney is employed,"agent, lender",2,0,,"Vice President, Vice President",1,3
3791,31,what are the roles in the agreement of the company where oscar d. cortez is employed,"agent, lender",2,0,,"Vice President, Vice President",1,3
3792,31,what are the roles in the agreement of the company where anthea del bianco is employed,"agent, lender",2,0,,"Vice President, Vice President",1,3
3808,27,what are the roles in the agreement of the company where adam moses is employed,"lender, borrower",2,0,,"Adam Moses is the attorney at Milbank Tweed Hadley & McCloy LLP, and the roles in the agreement of the company are: attorney, and the address is 2029 Century Park East, 33rd Floor, Los Angeles, CA 90067",1,3
3814,126,"what roles do both bank of america, n.a. and bnp paribas have in the agreement","agent, lenders",1,1,,LLM parse error,1,3
3815,126,"what roles do both bank of america, n.a. and jpmorgan chase bank, n.a. have in the agreement","agent, lenders",1,1,,LLM parse error,1,3
3816,126,"what roles do both bank of america, n.a. and mizuho bank, ltd. have in the agreement","agent, lenders",1,1,,LLM parse error,1,3
3817,126,"what roles do both bank of america, n.a. and mufg bank, ltd. have in the agreement","agent, lenders",1,1,,LLM parse error,1,3
3818,126,"what roles do both bank of america, n.a. and sumitomo mitsui banking corporation have in the agreement","agent, lenders",1,1,,LLM parse error,1,3
3819,126,"what roles do both bnp paribas and jpmorgan chase bank, n.a. have in the agreement","agent, lenders",1,1,,LLM parse error,1,3
3820,126,"what roles do both bnp paribas and mizuho bank, ltd. have in the agreement","agent, lenders",1,1,,LLM parse error,1,3
3821,126,"what roles do both bnp paribas and mufg bank, ltd. have in the agreement","agent, lenders",1,1,,LLM parse error,1,3
3822,126,what roles do both bnp paribas and sumitomo mitsui banking corporation have in the agreement,"agent, lenders",1,1,,LLM parse error,1,3
3823,126,"what roles do both jpmorgan chase bank, n.a. and mizuho bank, ltd. have in the agreement","agent, lenders, arrangers, bookrunners",1,1,,LLM parse error,1,3
3824,126,"what roles do both jpmorgan chase bank, n.a. and mufg bank, ltd. have in the agreement","agent, lenders, arrangers, bookrunners",1,1,,LLM parse error,1,3
3825,126,"what roles do both jpmorgan chase bank, n.a. and sumitomo mitsui banking corporation have in the agreement","agent, lenders, arrangers, bookrunners",1,1,,LLM parse error,1,3
3826,126,"what roles do both mizuho bank, ltd. and mufg bank, ltd. have in the agreement","agent, lenders, arrangers, bookrunners",1,1,,LLM parse error,1,3
