Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response,sum_values,multiple_answer_dimension
461,165,who are the vice presidents of the company where peter duncan is employed,"pacella lehane, ryan zimmerman, brigitte m. sinclair, bridgett j. manduk mowry",3,0,1,"Brigitte M. Sinclair, Tesha Winslow",4,1.0
465,165,what companies are the lender but not the documentation agents in the agreement,"n.a, ltd., mizuho bank, hsbc bank usa, suntrust bank, bank of america, new york branch, bank of the west, barclays bank plc, jpmorgan chase bank, royal bank of canada, the bank of nova scotia, cooperatieve rabobank u.a., u.s. bank national association",1,2,1,"Bank of America, N.A., JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., Goldman Sachs Bank USA, The Bank of Tokyo-Mitsubishi UFJ, Ltd., Wells Fargo Bank, National Association, Barclays Bank PLC, HSBC Bank USA, N.A., The Bank of Nova Scotia, U.S. Bank National Association, Bank of the West, Royal Bank of Canada, SunTrust Bank",4,1.0
466,140,what companies are the borrower but not the intermediateco in the agreement,"wwtai finance ltd, wwtai airopco ii dac, airopco 1et bermuda ltd., airopco 1jt bermuda ltd., airopco i sd ireland dac, airopco 1asl bermuda ltd., airopco ii ko ireland dac, airopco ii me ireland dac, wwtai airopco 1 bermuda ltd., wwtai airopco bpa ireland limited",1,2,1,"['WWTAI Finance Ltd.', 'WWTAI AirOpCo 1 Bermuda Ltd.', 'AirOpCo 1JT Bermuda Ltd.', 'AirOpCo 1ET Bermuda Ltd.', 'AirOpCo 1ASL Bermuda Ltd.', 'AirOpCo I SD Ireland DAC', 'WWTAI AirOpCo II DAC', 'AirOpCo II KO Ireland DAC', 'AirOpCo II ME Ireland DAC', 'WWTAI AirOpCo BPA Ireland Limited', 'WWTAI AirOpCo Malta Ltd.']",4,1.0
472,169,"what roles does goldman sachs bank usa have in the agreement which are not the roles of merrill, lynch, pierce, fenner smith incorporated","agent, arranger",1,2,1,Goldman Sachs Bank USA is a Documentation Agent.,4,1.0
476,169,what companies are the lender but not the book runners in the agreement,"n.a., bank of america, new york branch, barclays bank plc, rabobank nederland, goldman sachs bank usa, co peratieve centrale raiffeisen boerenleenbank b.a.",1,2,1,"Wells Fargo Bank, National Association; Coöperatieve Centrale Raiffeisen – Boerenleenbank B.A., 'Rabobank Nederland', New York Branch; Bank of America, N.A.; Barclays Bank PLC.",4,1.0
481,142,who are the corporate secretarys of the company where joel e. hunter is employed,"jon a. dobson, christine r. johnston",3,0,1,Christine R. Johnston,4,1.0
482,142,who are the managing directors of the company where ming k. chu is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,James D. Weinstein,4,1.0
483,142,who are the directors of the company where james d. weinstein is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Not found,4,1.0
484,142,who are the managing directors of the company where john s. mcgill is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found,4,1.0
485,142,who are the directors of the company where randy geislinger is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Not found,4,1.0
486,142,who are the managing directors of the company where anar ramji is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found,4,1.0
487,142,who are the managing directors of the company where james campbell is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found,4,1.0
488,142,who are the managing directors of the company where michael linder is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found,4,1.0
489,142,who are the managing directors of the company where michael zeller is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found,4,1.0
490,142,who are the managing directors of the company where brian l. banke is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found,4,1.0
491,142,who are the managing directors of the company where gordon yip is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found,4,1.0
492,142,who are the directors of the company where richard antl is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Not found,4,1.0
493,142,who are the managing directors of the company where richard antl is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found,4,1.0
494,142,who are the directors of the company where rob mackinnon is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Not found,4,1.0
495,142,who are the directors of the company where jeff ferrell is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Not found,4,1.0
501,142,what companies are the lender but not the documentation agents in the agreement,"n.a., ltd., citibank, mizuho bank, chicago branch, toronto branch, bank of america, new york branch, bank of montreal, credit suisse ag, wells fargo bank, barclays bank plc, jpmorgan chase bank, royal bank of canada, national association, national bank of canada, the bank of nova scotia, export development canada, the toronto dominion bank, the bank of tokyo mitsubishi ujf, canadian imperial bank ofcommerce, credit agricole corporate andinvestment bank.",1,2,1,Not found,4,1.0
502,156,"who are the its authorized signatorys of the company associated with 1800 century park east, suite 1100 los angeles, ca 90067","brian lane, patricia del busto",3,0,1,Not found,4,1.0
503,156,who are the directors of the company associated with uk,"guelay mese, henk derksen",3,0,1,Not found,4,1.0
520,156,what companies are the lender but not the  bookrunners in the agreement,"new york branch, deutsche bank ag, wells fargo capital finance corporation canada",1,2,1,"Wells Fargo Bank, National Association, Wells Fargo Bank, National Association, London Branch, Wells Fargo Capital Finance Corporation Canada, JPMorgan Chase Bank, N.A., Deutsche Bank AG, New York Branch",4,1.0
521,156,what companies are the lender but not the  lead arrangers in the agreement,"new york branch, deutsche bank ag, wells fargo capital finance corporation canada",1,2,1,"Wells Fargo Bank, National Association, Wells Fargo Bank, National Association, London Branch, Wells Fargo Capital Finance Corporation Canada, JPMorgan Chase Bank, N.A., Deutsche Bank AG, New York Branch",4,1.0
522,156,what companies are the issuing bank but not the  bookrunners in the agreement,"n.a., jpmorgan chase bank, wells fargo capital finance corporation canada",1,2,1,"Wells Fargo Bank, National Association, Wells Fargo Bank, National Association, London Branch",4,1.0
523,156,what companies are the issuing bank but not the  lead arrangers in the agreement,"n.a., jpmorgan chase bank, wells fargo capital finance corporation canada",1,2,1,"Wells Fargo Bank, National Association, Wells Fargo Bank, National Association, London Branch",4,1.0
538,153,"what roles does citizens bank, n.a. have in the agreement which are not the roles of pnc bank, national association","bookrunners, lead arrangers",1,2,1,"Citizens Bank, N.A. is an Issuing Bank.",4,1.0
539,153,"what roles does citizens bank, n.a. have in the agreement which are not the roles of truist bank","bookrunners, lead arrangers",1,2,1,"Citizens Bank, N.A. is an Issuing Bank.",4,1.0
540,153,"what roles does silicon valley bank have in the agreement which are not the roles of truist securities, inc.","lender, issuing bank, co syndication agents",1,2,1,Silicon Valley Bank is an Issuing Bank.,4,1.0
541,153,"what roles does silicon valley bank have in the agreement which are not the roles of jpmorgan chase bank, n.a","bookrunners, lead arrangers, co syndication agents",1,2,1,Silicon Valley Bank is an Issuing Bank.,4,1.0
542,153,"what roles does silicon valley bank have in the agreement which are not the roles of pnc bank, national association","bookrunners, lead arrangers",1,2,1,Silicon Valley Bank is an Issuing Bank.,4,1.0
543,153,what roles does silicon valley bank have in the agreement which are not the roles of truist bank,"bookrunners, lead arrangers",1,2,1,Silicon Valley Bank is an Issuing Bank.,4,1.0
544,153,"what roles does jpmorgan chase bank, n.a have in the agreement which are not the roles of pnc bank, national association",agent,1,2,1,"JPMorgan Chase Bank, N.A. is the Administrative Agent, Swingline Lender, and Issuing Bank.",4,1.0
545,153,"what roles does jpmorgan chase bank, n.a have in the agreement which are not the roles of truist bank",agent,1,2,1,"JPMorgan Chase Bank, N.A. is the Administrative Agent, Swingline Lender, and Issuing Bank.",4,1.0
546,153,what companies are the issuing bank but not the co syndication agents in the agreement,"n.a, citizens bank, jpmorgan chase bank",1,2,1,"JPMorgan Chase Bank, N.A., Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank",4,1.0
547,153,what companies are the issuing bank but not the  bookrunners in the agreement,"n.a, pnc bank, truist bank, citizens bank, jpmorgan chase bank, national association",1,2,1,"JPMorgan Chase Bank, N.A., Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank",4,1.0
548,153,what companies are the issuing bank but not the  lead arrangers in the agreement,"n.a, pnc bank, truist bank, citizens bank, jpmorgan chase bank, national association",1,2,1,"JPMorgan Chase Bank, N.A., Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank",4,1.0
552,153,what companies are the co syndication agents but not the  bookrunners in the agreement,"pnc bank, truist bank, national association",1,2,1,"Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank",4,1.0
553,153,what companies are the co syndication agents but not the  lead arrangers in the agreement,"pnc bank, truist bank, national association",1,2,1,"Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank",4,1.0
555,151,who are the vice presidents of the company where joseph l. corah is employed,"tanille ingle, richard rivera, robert botcherby, christopher coney",3,0,1,Joseph L. Corah,4,1.0
572,151,"what roles does citibank have in the agreement which are not the roles of mizuho bank, ltd","agent, bookrunners, lead arrangers",1,2,1,Not found,4,1.0
573,151,"what roles does citibank have in the agreement which are not the roles of mizuho bank, ltd.,","agent, lender, l c issuer",1,2,1,Not found,4,1.0
574,151,what roles does bank of america have in the agreement which are not the roles of barclays bank plc,"agent, lead arrangers",1,2,1,Not found,4,1.0
580,137,who are the senior vice presidents of the company where jireh carcellar is employed,"eric searls, scott dejong, alexander l. rody",3,0,1,Not found,4,1.0
583,137,"what roles does deutsche bank securities inc. have in the agreement which are not the roles of regions capital markets,","arrangers, bookrunners",1,2,1,Administrative Agent,4,1.0
584,137,"what roles does merrill lynch, pierce, fenner smith incorporated have in the agreement which are not the roles of regions capital markets","arrangers, bookrunners",1,2,1,Not found,4,1.0
585,137,"what roles does merrill lynch, pierce, fenner smith incorporated have in the agreement which are not the roles of regions capital markets,","arrangers, bookrunners",1,2,1,Not found,4,1.0
587,137,what companies are the  bookrunners but not the bookrunners in the agreement,"regions capital markets, deutsche bank securities inc.",1,2,1,"Deutsche Bank Securities Inc., Merrill Lynch, Pierce, Fenner & Smith Incorporated",4,1.0
608,135,"what roles does mizuho bank, ltd have in the agreement which are not the roles of wells fargo bank, national association","arrangers, bookrunners",1,2,1,Not found,4,1.0
6,17,"what is the chief executive office office of exgen renewables holdings, llc","il 60603, 49th floorchicago, 10 south dearborn street",2,0,0,"10 South Dearborn Street, 49th Floor, Chicago, IL 60603",2,
7,17,"what is the chief executive office office of exgen renewables iv holding, llc","il 60603, 49th floorchicago, 10 south dearborn street",2,0,0,Not found,2,
947,60,"what role do both pnc capital markets llc and mizuho bank, ltd. have in the agreement",bookrunner,1,1,0,"PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner; Mizuho Bank, Ltd. is a Joint Lead Arranger and Joint Bookrunner.",2,0.0
1020,60,"who is the executive director of jpmorgan chase bank, n.a",anthony galea,2,0,0,Anthony Galea,2,0.0
1021,60,"who is the senior vice president of leidos holdings, inc.",marc h. crown,2,0,0,Marc H. Crown,2,0.0
1022,60,"who is the treasurer of leidos holdings, inc.",marc h. crown,2,0,0,Marc H. Crown,2,0.0
1023,60,who is the assistant vice president of regions bank,stephanie herndon,2,0,0,Stephanie Herndon,2,0.0
1024,60,who is the assistant vice president of bank of the west,caroline smith,2,0,0,Harry Yergey,2,0.0
1025,60,what is the role in the agreement of the company where marc h. crown is employed,holdings,2,0,0,Senior Vice President and Treasurer,2,0.0
1420,66,"who is the director of bank of america, n.a.",ronnie glenn,2,0,0,Ronnie Glenn,2,0.0
1421,66,"who is the svp of bank of america, n.a.",ronnie glenn,2,0,0,Not found,2,0.0
1422,66,"who is the duly authorized signatory of capital one, national association",karen m. dahlquist,2,0,0,Not found,2,0.0
1423,66,who is the authorized signer of citibank n.a.,james riley,2,0,0,Not found,2,0.0
1424,66,"who is the cfo of icu medical, inc.",brian m. bonnell,2,0,0,Not found,2,0.0
1425,66,"who is the treasurer of icu medical, inc.",brian m. bonnell,2,0,0,Not found,2,0.0
1426,66,"who is the authorized officer of jpmorgan chase bank, n.a.",erik barragan,2,0,0,Not found,2,0.0
1427,66,"who is the cfo of exc holding corp.tangent medical technologies, inc.excelsior medical corporationicu world, inc.",brian m. bonnell,2,0,0,Not found,2,0.0
1428,66,"who is the treasurer of exc holding corp.tangent medical technologies, inc.excelsior medical corporationicu world, inc.",brian m. bonnell,2,0,0,Not found,2,0.0
1429,66,what is the role in the agreement of the company where karen m. dahlquist is employed,lender,2,0,0,Vice President,2,0.0
1430,66,what is the role in the agreement of the company where brian m. bonnell is employed,borrower,2,0,0,Senior Vice President,2,0.0
1431,66,what is the role in the agreement of the company where erik barragan is employed,lender,2,0,0,Senior Vice President,2,0.0
1432,66,what is the role in the agreement of the company where ben snodgrass is employed,lender,2,0,0,Not found,2,0.0
1433,66,what is the role in the agreement of the company where tanille ingle is employed,lender,2,0,0,Not found,2,0.0
1434,66,what is the role in the agreement of the company where bret douglas is employed,lender,2,0,0,Not found,2,0.0
1435,66,what is the role in the agreement of the company where tom priedeman is employed,lender,2,0,0,Not found,2,0.0
1436,66,what is the role in the agreement of the company where joseph d. hricovsky is employed,lender,2,0,0,Not found,2,0.0
1437,66,what is the role in the agreement of the company where kristie li is employed,lender,2,0,0,Not found,2,0.0
1438,66,what is the role in the agreement of the company where kathryn e. benjamin is employed,lender,2,0,0,Not found,2,0.0
1680,9,"who is the associate of credit suisse ag, cayman islands branch",wei jen yuan,2,0,0,Not found,2,0.0
1681,9,"who is the vice president of citibank, n.a.",raymond g. dunning,2,0,0,Raymond G. Dunning,2,0.0
1682,9,who is the chief financial officer of middletown cogeneration company llc,mark e. newman,2,0,0,Mark E. Newman,2,0.0
1683,9,who is the senior vice president of middletown cogeneration company llc,mark e. newman,2,0,0,Not found,2,0.0
1684,9,who is the treasurer of middletown cogeneration company llc,mark e. newman,2,0,0,Mark E. Newman,2,0.0
1685,9,who is the authorised signatory of the royal bank of scotland plc,brian d. williams,2,0,0,Brian D. Williams,2,0.0
1686,9,"who is the executive director of jpmorgan chase bank, n.a.",peter predun,2,0,0,Peter Predun,2,0.0
1687,9,"who is the chief financial officer of suncoke energy partners, l.p.",mark e. newman,2,0,0,Mark E. Newman,2,0.0
1688,9,"who is the treasurer of suncoke energy partners, l.p.",mark e. newman,2,0,0,Mark E. Newman,2,0.0
1689,9,what is the role in the agreement of the company where wei jen yuan is employed,lender,2,0,0,Not found,2,0.0
1690,9,what is the role in the agreement of the company where raymond g. dunning is employed,lender,2,0,0,Not found,2,0.0
1691,9,what is the role in the agreement of the company where mark e. newman is employed,borrower,2,0,0,Not found,2,0.0
1692,9,what is the role in the agreement of the company where brian d. williams is employed,lender,2,0,0,Not found,2,0.0
1693,9,what is the role in the agreement of the company where james disher is employed,lender,2,0,0,Not found,2,0.0
1694,9,what is the role in the agreement of the company where mark walton is employed,lender,2,0,0,Not found,2,0.0
1695,9,what is the role in the agreement of the company where denise r. cade is employed,borrower,2,0,0,Not found,2,0.0
1696,9,what is the role in the agreement of the company where jonathan m. phillips is employed,borrower,2,0,0,Not found,2,0.0
1697,9,what is the role in the agreement of the company where eric searls is employed,borrower,2,0,0,Not found,2,0.0
1806,65,who is the svp of truist bank,frank mccormack,2,0,0,Frank McCormack,2,0.0
1807,65,"who is the managing director of bank of america, n.a.",brian d. corum,2,0,0,Brian D. Corum,2,0.0
1808,65,"who is the director of citizens bank, n.a.",sean mcwhinnie,2,0,0,Not found,2,0.0
1809,65,who is the chief executive officer of mohegan tribal gaming authority,mario c. kontomerkos,2,0,0,Not found,2,0.0
1810,65,what is the role in the agreement of the company where frank mccormack is employed,lender,2,0,0,SVP,2,0.0
1811,65,what is the role in the agreement of the company where brian d. corum is employed,lender,2,0,0,Managing Director,2,0.0
1812,65,what is the role in the agreement of the company where mario c. kontomerkos is employed,borrower,2,0,0,Not found,2,0.0
1813,65,what is the role in the agreement of the company where yumi okabe is employed,lender,2,0,0,Not found,2,0.0
1814,65,what is the role in the agreement of the company where philip tancorra is employed,lender,2,0,0,Not found,2,0.0
1815,65,what is the role in the agreement of the company where lise hinton is employed,lender,2,0,0,Not found,2,0.0
1816,65,what is the role in the agreement of the company where matthew j. bradley is employed,lender,2,0,0,Not found,2,0.0
1817,65,what is the role in the agreement of the company where whitney gaston is employed,lender,2,0,0,Not found,2,0.0
1818,65,what is the role in the agreement of the company where andrew griffin is employed,lender,2,0,0,Not found,2,0.0
2964,47,who is the vice president of barclays bank plc,samuel coward,2,0,0,Samuel Coward,2,0.0
2965,47,"who is the vice president of pnc bank, national association",bremmer kneib,2,0,0,Bremmer Kneib,2,0.0
2966,47,"who is the director of the bank of tokyo mitsubishi ufj, ltd.",brian mcnany,2,0,0,Brian McNany,2,0.0
2967,47,who is the chief financial officer and treasurer of united therapeutics corporation,james edgemond,2,0,0,James Edgemond,2,0.0
2968,47,"who is the managing director of wells fargo bank, national association",kirk tesch,2,0,0,Kirk Tesch,2,0.0
2969,47,what is the role in the agreement of the company where samuel coward is employed,lender,2,0,0,Lender,2,0.0
2970,47,what is the role in the agreement of the company where james edgemond is employed,borrower,2,0,0,Guarantor,2,0.0
3531,51,who is the treasurer of calpine corporation,zamir rauf,2,0,0,Zamir Rauf,2,0.0
3532,51,"who is the vice president, finance of calpine corporation",zamir rauf,2,0,0,Zamir Rauf,2,0.0
3533,51,"who is the vice president of morgan stanley senior funding, inc.",cody gunsch,2,0,0,Cody Gunsch,2,0.0
3534,51,"who is the vp of mufg union bank, n.a.",sonia flores,2,0,0,Sonia Flores,2,0.0
3535,51,what is the role in the agreement of the company where zamir rauf is employed,borrower,2,0,0,"Vice President, Finance and Treasurer",2,0.0
3536,51,what is the role in the agreement of the company where sonia flores is employed,agent,2,0,0,Collateral Agent,2,0.0
3561,45,who is the chief financial officer of pinnacle bank,harold r. carpenter,2,0,0,Chief Financial Officer,2,0.0
3562,45,who is the client services representative of u.s. bank national association,cynthia m. olson,2,0,0,Cynthia M. Olson,2,0.0
3563,45,who is the portfolio manager of u.s. bank national association,eric niedbalski,2,0,0,Eric Niedbalski,2,0.0
3564,45,who is the senior vice president of u.s. bank national association,mark r. cousineau,2,0,0,Mark R. Cousineau,2,0.0
3565,45,what is the role in the agreement of the company where harold r. carpenter is employed,borrower,2,0,0,Borrower,2,0.0
3566,45,what is the role in the agreement of the company where mark r. cousineau is employed,lender,2,0,0,Lender,2,0.0
3567,45,what is the role in the agreement of the company where eric niedbalski is employed,lender,2,0,0,Lender,2,0.0
3568,45,"what is the role in the agreement of the company where cynthia m. olson, is employed",lender,2,0,0,Lender,2,0.0
4460,25,"who is the president of hunt cmt equity, llc",michael larsen,2,0,0,Michael Larsen,2,0.0
4461,25,"who is the svp of jefferies leveraged credit products, llc",william p. mcloughlin,2,0,0,William P. McLoughlin,2,0.0
4462,25,what is the role in the agreement of the company where emily ergang pappas is employed,agent,2,0,0,Administrative Agent and Collateral Agent,2,0.0
4463,25,what is the role in the agreement of the company where michael larsen is employed,guarantor,2,0,0,Borrower,2,0.0
4464,25,what is the role in the agreement of the company where william p. mcloughlin is employed,lender,2,0,0,Initial Lender,2,0.0
