document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response
170,who are the managing directors of the company which is the swing line lender in the agreement,"diane emanuel, susan t. gallagher",3,0,1,Not found
170,who are the vice presidents of the company which is the administrative agent in the agreement,"tony wong, jason fuqua, matthew gregg, ronaldo naval, sabrina hassan, michael vondriska",3,0,1,"Ronaldo Naval, Sabrina Hassan"
170,who are the vice presidents of the company which is the co documentation agent in the agreement,"tony wong, jason fuqua, matthew gregg, ronaldo naval, sabrina hassan, michael vondriska",3,0,1,"Tony Wong, Michael Vondriska"
170,who are the vice presidents of the company which is the co syndication agent in the agreement,"tony wong, jason fuqua, matthew gregg, ronaldo naval, sabrina hassan, michael vondriska",3,0,1,Michael Vondriska
170,who are the vice presidents of the company which is the swing line lender in the agreement,"tony wong, jason fuqua, matthew gregg, ronaldo naval, sabrina hassan, michael vondriska",3,0,1,Sabrina Hassan
170,what companies are the administrative agent but not the swing line lender in the agreement,"n.a., citibank, wells fargo bank, jpmorgan chase bank, goldman sachs bank usa, the bank of nova scotia, u.s. bank national association",2,1,1,"Wells Fargo Bank, N.A., Citibank, N.A., Goldman Sachs Bank USA, U.S. Bank National Association, JPMorgan Chase Bank, N.A., Morgan Stanley Bank, N.A., The Bank of Tokyo-Mitsubishi UFJ, Ltd., HSBC Bank USA, National Association, Cooperatieve Centrale Raiffeisen-Boerenleenbank B.A., “Rabobank Nederland” New York Branch, The Bank of Nova Scotia"
170,what companies are the co documentation agent but not the swing line lender in the agreement,"n.a., citibank, wells fargo bank, jpmorgan chase bank, goldman sachs bank usa, the bank of nova scotia, u.s. bank national association",2,1,1,"GOLDMAN SACHS BANK USA, JPMORGAN CHASE BANK, N.A., THE BANK OF NOVA SCOTIA, U.S. BANK NATIONAL ASSOCIATION, and MORGAN STANLEY MUFG LOAN PARTNERS, LLC"
170,what companies are the co syndication agent but not the swing line lender in the agreement,"n.a., citibank, wells fargo bank, jpmorgan chase bank, goldman sachs bank usa, the bank of nova scotia, u.s. bank national association",2,1,1,"WELLS FARGO BANK, N.A. and CITIBANK, N.A."
165,who are the vice presidents of the company where peter duncan is employed,"pacella lehane, ryan zimmerman, brigitte m. sinclair, bridgett j. manduk mowry",3,0,1,Pacella Lehane
165,who are the authorized signatorys of the company which is the lender in the agreement,"annie carr, tracy rahn, charles shaw, gordon macarthur",3,0,1,"Tracy Rahn, Annie Carr, Charles Shaw, Gordon MacArthur, Tesha Winslow"
165,who are the directors of the company which is the lender in the agreement,"ole koppang, sangeeta shah, tesha winslow, j. casey cosgrove",3,0,1,"J. Casey Cosgrove, Ole Koppang"
165,who are the vice presidents of the company which is the lender in the agreement,"pacella lehane, ryan zimmerman, brigitte m. sinclair, bridgett j. manduk mowry",3,0,1,"Ryan Zimmerman, Christopher Aitkin, Fik Durmus, Brigitte M. Sinclair, Bridgett J. Manduk Mowry"
165,what companies are the lender but not the documentation agents in the agreement,"n.a, ltd., mizuho bank, hsbc bank usa, suntrust bank, bank of america, new york branch, bank of the west, barclays bank plc, jpmorgan chase bank, royal bank of canada, the bank of nova scotia, cooperatieve rabobank u.a., u.s. bank national association",2,1,1,"Barclays Bank PLC, HSBC Bank USA, N.A., The Bank of Nova Scotia, U.S. Bank National Association, Bank of the West, Cooperatieve Rabobank U.A., New York Branch, Royal Bank of Canada, SunTrust Bank"
140,what companies are the borrower but not the intermediateco in the agreement,"wwtai finance ltd, wwtai airopco ii dac, airopco 1et bermuda ltd., airopco 1jt bermuda ltd., airopco i sd ireland dac, airopco 1asl bermuda ltd., airopco ii ko ireland dac, airopco ii me ireland dac, wwtai airopco 1 bermuda ltd., wwtai airopco bpa ireland limited",2,1,1,WWTAI FINANCE LTD.
155,what are the positions held by patrick foley but not by michael pope,"director, chief financial officer",1,2,1,Statutory Director
141,who are the senior vice presidents of the company which is the lender in the agreement,"vijay prasad, andrew d. holtz, david w. dinella, thomas e. redmond",3,0,1,"Thomas E. Redmond, Andrew D. Holtz, Vijay Prasad, David W. Dinella"
141,who are the vice presidents of the company which is the lender in the agreement,"jeff skalka, renee m. bonnell, richard r. powell",3,0,1,"Richard R. Powell, Renee M. Bonnell, Jeff Skalka"
169,who are the authorized signatorys of the company which is the lender in the agreement,"mark walton, john m. olsen, anwar s. young, noam s. azachi",3,0,1,Anwar S. Young
169,"what roles does bank of america, n.a. have in the agreement which are not the roles of merrill, lynch, pierce, fenner smith incorporated","syndication agent, documentation agent",2,1,1,Syndication Agent
169,"what roles does goldman sachs bank usa have in the agreement which are not the roles of merrill, lynch, pierce, fenner smith incorporated","lead arranger, syndication agent, documentation agent",2,1,1,Documentation Agent
169,what companies are the documentation agent but not the book runners in the agreement,"n.a., bank of america, new york branch, rabobank nederland, goldman sachs bank usa, co peratieve centrale raiffeisen boerenleenbank b.a.",2,1,1,Goldman Sachs Bank USA
169,what companies are the syndication agent but not the book runners in the agreement,"n.a., bank of america, new york branch, rabobank nederland, goldman sachs bank usa, co peratieve centrale raiffeisen boerenleenbank b.a.",2,1,1,"COÖPERATIEVE CENTRALE RAIFFEISEN – BOERENLEENBANK B.A., ""RABOBANK NEDERLAND"", NEW YORK BRANCH, BANK OF AMERICA, N.A."
169,what companies are the lender but not the lead arranger in the agreement,"n.a., lynch, pierce, merrill, bank of america, barclays bank plc, fenner smith incorporated",2,1,1,"BANK OF AMERICA, N.A., BARCLAYS BANK PLC"
169,what companies are the lender but not the book runners in the agreement,"n.a., bank of america, new york branch, barclays bank plc, rabobank nederland, goldman sachs bank usa, co peratieve centrale raiffeisen boerenleenbank b.a.",2,1,1,"BANK OF AMERICA, N.A., BARCLAYS BANK PLC, COÖPERATIEVE CENTRALE RAIFFEISEN – BOERENLEENBANK B.A., ""RABOBANK NEDERLAND"", NEW YORK BRANCH, GOLDMAN SACHS BANK USA"
169,what companies are the lead arranger but not the book runners in the agreement,"new york branch, rabobank nederland, goldman sachs bank usa, co peratieve centrale raiffeisen boerenleenbank b.a.",2,1,1,"COÖPERATIEVE CENTRALE RAIFFEISEN – BOERENLEENBANK B.A., ""RABOBANK NEDERLAND"", NEW YORK BRANCH, GOLDMAN SACHS BANK USA"
157,what are the addresses of offsite storage of the company which is the borrower in the agreement,"1100 placid avenue plano tx 75074, 1137 e. walnut st. garland tx 75040",3,0,1,"1137 E. Walnut St. Garland TX 75040, 1100 Placid Avenue Plano TX 75074"
157,what are the addresses of offsite storage of the company where mark w. king is employed,"1100 placid avenue plano tx 75074, 1137 e. walnut st. garland tx 75040",3,0,1,"1137 E. Walnut St. Garland TX 75040, 1100 Placid Avenue Plano TX 75074"
143,who are the vice presidents of the company which is the administrative agent in the agreement,"ravi pillay, anthony luppino, maureen malphus, michael h. keith",3,0,1,"Maureen Malphus, Anthony Luppino, Michael H. Keith, Ravi Pillay, Vance Waldron, Michael J. Sullivan, John Kallina"
142,who are the corporate secretarys of the company where joel e. hunter is employed,"jon a. dobson, christine r. johnston",3,0,1,Christine R. Johnston
142,who are the managing directors of the company where ming k. chu is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found
142,who are the directors of the company where james d. weinstein is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Not found
142,who are the managing directors of the company where john s. mcgill is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found
142,who are the directors of the company where randy geislinger is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Randy Geislinger
142,who are the managing directors of the company where anar ramji is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found
142,who are the managing directors of the company where james campbell is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found
142,who are the managing directors of the company where michael linder is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found
142,who are the managing directors of the company where michael zeller is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found
142,who are the managing directors of the company where brian l. banke is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found
142,who are the managing directors of the company where gordon yip is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found
142,who are the directors of the company where richard antl is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Not found
142,who are the managing directors of the company where richard antl is employed,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,Not found
142,who are the directors of the company where rob mackinnon is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Rob MacKinnon
142,who are the directors of the company where jeff ferrell is employed,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,Jeff Ferrell
142,who are the vice presidents of the company which is the lender in the agreement,"todd vaubel, marguerite sutton",3,0,1,Not found
142,who are the corporate secretarys of the company which is the guarantor in the agreement,"jon a. dobson, christine r. johnston",3,0,1,Christine R. Johnston
142,who are the authorized signatorys of the company which is the lender in the agreement,"szymon ordys, lexanne cooper, john niedermier, mark williamson, tammy oldenburg, tim vandegriend",3,0,1,"Lexanne Cooper, Tammy Oldenburg, Szymon Ordys, Mark Williamson, John Niedermier, Tim VandeGriend"
142,who are the directors of the company which is the lender in the agreement,"anar ramji, gordon yip, ming k. chu, brian l. banke, james campbell, john s. mcgill, michael linder, michael zeller",3,0,1,"Brian L. Banke, Michael Zeller, Jason Lang"
142,who are the managing directors of the company which is the lender in the agreement,"jeff ferrell, rob mackinnon, randy geislinger, james d. weinstein",3,0,1,"James D. Weinstein, Rob MacKinnon"
142,what companies are the lender but not the documentation agents in the agreement,"n.a., ltd., citibank, mizuho bank, chicago branch, toronto branch, bank of america, new york branch, bank of montreal, credit suisse ag, wells fargo bank, barclays bank plc, jpmorgan chase bank, royal bank of canada, national association, national bank of canada, the bank of nova scotia, export development canada, the toronto dominion bank, the bank of tokyo mitsubishi ujf, canadian imperial bank ofcommerce, credit agricole corporate andinvestment bank.",2,1,1,"Credit Agricole Corporate and Investment Bank, The Toronto-Dominion Bank, New York Branch, Sumitomo Mitsui Banking Corporation, Export Development Canada, The Bank of Nova Scotia, Canadian Imperial Bank of Commerce, Royal Bank of Canada, Barclays Bank PLC, Wells Fargo Bank, National Association, Credit Suisse AG, Toronto Branch, National Bank of Canada, Mizuho Bank, Ltd."
156,"who are the its authorized signatorys of the company associated with 1800 century park east, suite 1100 los angeles, ca 90067","brian lane, patricia del busto",3,0,1,Brian Lane
156,who are the directors of the company associated with uk,"guelay mese, henk derksen",3,0,1,Henk Derksen
156,who are the vice presidents of the company which is the issuing bank in the agreement,"philip tancorra, christopher cassidy",3,0,1,"Carmela Massari, Timothy Lee, Guelay Mese, Christopher Cassidy"
156,who are the vice presidents of the company which is the  bookrunners in the agreement,"philip tancorra, christopher cassidy",3,0,1,Not found
156,who are the vice presidents of the company which is the  lead arrangers in the agreement,"philip tancorra, christopher cassidy",3,0,1,Not found
156,who are the vice presidents of the company which is the lender in the agreement,"philip tancorra, christopher cassidy",3,0,1,"Carmela Massari, Timothy Lee, Guelay Mese, Christopher Cassidy, Philip Tancorra, Jessica Lutrario, Brian Lane, Patricia Del Busto"
156,who are the vice presidents of the company which is the bookrunners in the agreement,"philip tancorra, christopher cassidy",3,0,1,Not found
156,who are the directors of the company which is the borrowers in the agreement,"guelay mese, henk derksen",3,0,1,Henk Derksen
156,who are the its authorized signatorys of the company which is the agent in the agreement,"brian lane, patricia del busto",3,0,1,Brian Lane
156,who are the its authorized signatorys of the company which is the bookrunner in the agreement,"brian lane, patricia del busto",3,0,1,Brian Lane
156,who are the its authorized signatorys of the company which is the issuing bank in the agreement,"brian lane, patricia del busto",3,0,1,"Brian Lane, Patricia Del Busto, Carmela Massari, Timothy Lee, Guelay Mese, Christopher Cassidy"
156,who are the its authorized signatorys of the company which is the  bookrunners in the agreement,"brian lane, patricia del busto",3,0,1,Brian Lane
156,who are the its authorized signatorys of the company which is the  lead arrangers in the agreement,"brian lane, patricia del busto",3,0,1,Brian Lane
156,who are the its authorized signatorys of the company which is the lead arranger in the agreement,"brian lane, patricia del busto",3,0,1,Brian Lane
156,who are the its authorized signatorys of the company which is the lender in the agreement,"brian lane, patricia del busto",3,0,1,"Brian Lane, Patricia Del Busto, Carmela Massari, Timothy Lee, Guelay Mese, Christopher Cassidy, Philip Tancorra, Jessica Lutrario"
156,who are the its authorized signatorys of the company which is the security agent in the agreement,"brian lane, patricia del busto",3,0,1,Patricia Del Busto
156,who are the its authorized signatorys of the company which is the administrative agent in the agreement,"brian lane, patricia del busto",3,0,1,Brian Lane
156,who are the its authorized signatorys of the company which is the lead arrangers in the agreement,"brian lane, patricia del busto",3,0,1,Brian Lane
156,what companies are the lender but not the  bookrunners in the agreement,"new york branch, deutsche bank ag, wells fargo capital finance corporation canada",2,1,1,"JPMORGAN CHASE BANK, N.A., Deutsche Bank AG, New York Branch, WELLS FARGO CAPITAL FINANCE CORPORATION CANADA"
156,what companies are the lender but not the  lead arrangers in the agreement,"new york branch, deutsche bank ag, wells fargo capital finance corporation canada",2,1,1,"JPMORGAN CHASE BANK, N.A., Deutsche Bank AG, New York Branch, WELLS FARGO CAPITAL FINANCE CORPORATION CANADA"
156,what companies are the issuing bank but not the  bookrunners in the agreement,"n.a., jpmorgan chase bank, wells fargo capital finance corporation canada",2,1,1,"JPMORGAN CHASE BANK, N.A., WELLS FARGO CAPITAL FINANCE CORPORATION CANADA"
156,what companies are the issuing bank but not the  lead arrangers in the agreement,"n.a., jpmorgan chase bank, wells fargo capital finance corporation canada",2,1,1,"JPMORGAN CHASE BANK, N.A., WELLS FARGO CAPITAL FINANCE CORPORATION CANADA"
146,who are the vice presidents of the company which is the collateral administrator in the agreement,"victoria chant, adam scozzafava",3,0,1,Not found
146,who are the vice presidents of the company which is the collateral agent in the agreement,"victoria chant, adam scozzafava",3,0,1,Adam Scozzafava
146,who are the vice presidents of the company which is the custodian in the agreement,"victoria chant, adam scozzafava",3,0,1,Adam Scozzafava
147,who are the authorized signatorys of the company which is the c issuer in the agreement,"komal shah, thomas manning, whitney gaston, graham robertson",3,0,1,"Whitney Gaston, Komal Shah, Eugene Yermash, Michael Strobel, Philip Tancorra"
147,who are the authorized signatorys of the company which is the lender in the agreement,"komal shah, thomas manning, whitney gaston, graham robertson",3,0,1,"Whitney Gaston, Komal Shah, Eugene Yermash, Michael Strobel, Philip Tancorra, Thomas Manning, Graham Robertson, Jack Kelly, Ronnie Glenn, Joseph L. Corah, Raymond Ventura, Dawn Lee Lum"
147,who are the directors of the company which is the c issuer in the agreement,"ronnie glenn, joseph l. corah",3,0,1,Not found
147,who are the directors of the company which is the lender in the agreement,"ronnie glenn, joseph l. corah",3,0,1,Not found
147,who are the vice presidents of the company which is the c issuer in the agreement,"jack kelly, eugene yermash, michael strobel, philip tancorra",3,0,1,"Michael Strobel, Philip Tancorra, Jack Kelly, Eugene Yermash"
147,"what roles does jpmorgan chase bank have in the agreement which are not the roles of morgan stanley senior funding, inc.","collateral agent, administrative agent",2,1,1,"Administrative Agent, Collateral Agent"
147,what companies are the lender but not the cissuer in the agreement,"ltd., inc., citibank, mizuho bank, bank of america, barclays bank plc, jpmorgan chase bank, goldman sachs bank usa, morgan stanley senior funding",2,1,1,"Bank of America, N.A., Barclays Bank PLC, Credit Suisse AG, Cayman Islands Branch, Deutsche Bank AG New York Branch, Goldman Sachs Bank USA, HSBC BANK USA, N.A., Mizuho Bank, Ltd."
153,who are the senior vice presidents of the company which is the swingline lender in the agreement,"david a. wild, kyle patterson",3,0,1,"David A. Wild, Kyle Patterson"
153,who are the directors of the company which is the co syndication agents in the agreement,"francis groccia, renata i. levine, michael j. mcwalters",3,0,1,"Michael J. McWalters, Daniel Russell, Francis Groccia, Renata I. Levine"
153,who are the directors of the company which is the issuing bank in the agreement,"francis groccia, renata i. levine, michael j. mcwalters",3,0,1,"Grace Mahood, Michael J. McWalters, Daniel Russell, Francis Groccia, Renata I. Levine"
153,who are the directors of the company which is the swingline lender in the agreement,"francis groccia, renata i. levine, michael j. mcwalters",3,0,1,Grace Mahood
153,"what roles does citizens bank, n.a. have in the agreement which are not the roles of pnc bank, national association","bookrunners, lead arrangers",2,1,1,"Citizens Bank, N.A. is a Co-Syndication Agent and an Issuing Bank. PNC Bank, National Association is a Co-Syndication Agent and an Issuing Bank. They share the same roles."
153,"what roles does citizens bank, n.a. have in the agreement which are not the roles of truist bank","bookrunners, lead arrangers",2,1,1,"Citizens Bank, N.A. is a Co-Syndication Agent and an Issuing Bank. Truist Bank is a Co-Syndication Agent and an Issuing Bank. They share the same roles."
153,"what roles does silicon valley bank have in the agreement which are not the roles of truist securities, inc.","issuing bank, swingline lender, co syndication agents",2,1,1,"Silicon Valley Bank is a Co-Syndication Agent and an Issuing Bank. Truist Securities, Inc. is a Joint Bookrunner and Joint Lead Arranger. They have different roles."
153,"what roles does silicon valley bank have in the agreement which are not the roles of jpmorgan chase bank, n.a","bookrunners, lead arrangers, co syndication agents",2,1,1,"JPMorgan Chase Bank, N.A. is the Administrative Agent and the Swingline Lender. Silicon Valley Bank is a Co-Syndication Agent and an Issuing Bank. They have different roles."
153,"what roles does silicon valley bank have in the agreement which are not the roles of pnc bank, national association","bookrunners, lead arrangers",2,1,1,"Silicon Valley Bank is a Co-Syndication Agent and an Issuing Bank. PNC Bank, National Association is a Co-Syndication Agent and an Issuing Bank. They share the same roles."
153,what roles does silicon valley bank have in the agreement which are not the roles of truist bank,"bookrunners, lead arrangers",2,1,1,Silicon Valley Bank is a Co-Syndication Agent and an Issuing Bank. Truist Bank is a Co-Syndication Agent and an Issuing Bank. They share the same roles.
153,"what roles does jpmorgan chase bank, n.a have in the agreement which are not the roles of pnc bank, national association",administrative agent,2,1,1,"JPMorgan Chase Bank, N.A. is the Administrative Agent and the Swingline Lender. PNC Bank, National Association is a Co-Syndication Agent and an Issuing Bank. They have different roles."
153,"what roles does jpmorgan chase bank, n.a have in the agreement which are not the roles of truist bank",administrative agent,2,1,1,"JPMorgan Chase Bank, N.A. is the Administrative Agent and the Swingline Lender. Truist Bank is a Co-Syndication Agent and an Issuing Bank. They have different roles."
153,what companies are the issuing bank but not the co syndication agents in the agreement,"n.a, citizens bank, jpmorgan chase bank",2,1,1,"Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank, JPMorgan Chase Bank, N.A."
153,what companies are the issuing bank but not the  bookrunners in the agreement,"n.a, pnc bank, truist bank, citizens bank, jpmorgan chase bank, national association",2,1,1,"Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank, JPMorgan Chase Bank, N.A."
153,what companies are the issuing bank but not the  lead arrangers in the agreement,"n.a, pnc bank, truist bank, citizens bank, jpmorgan chase bank, national association",2,1,1,"Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank, JPMorgan Chase Bank, N.A."
153,what companies are the swingline lender but not the co syndication agents in the agreement,"n.a, td bank, citizens bank, hsbc bank usa, jpmorgan chase bank, national association",2,1,1,"JPMorgan Chase Bank, N.A."
153,what companies are the swingline lender but not the  bookrunners in the agreement,"n.a, td bank, pnc bank, truist bank, citizens bank, hsbc bank usa, jpmorgan chase bank, national association",2,1,1,"JPMorgan Chase Bank, N.A."
153,what companies are the swingline lender but not the  lead arrangers in the agreement,"n.a, td bank, pnc bank, truist bank, citizens bank, hsbc bank usa, jpmorgan chase bank, national association",2,1,1,"JPMorgan Chase Bank, N.A."
153,what companies are the co syndication agents but not the  bookrunners in the agreement,"pnc bank, truist bank, national association",2,1,1,"Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank."
153,what companies are the co syndication agents but not the  lead arrangers in the agreement,"pnc bank, truist bank, national association",2,1,1,"Citizens Bank, N.A., PNC Bank, National Association, Silicon Valley Bank, Truist Bank."
145,what are the positions held by christopher stephen guinta but not by joseph d. glatt,"manager, legal representative, chief financial officer",1,2,1,"Chief Financial Officer, Director, Legal Representative, Authorized Signatory, Attorney"
151,who are the vice presidents of the company where joseph l. corah is employed,"tanille ingle, richard rivera, robert botcherby, christopher coney",3,0,1,"Christopher Coney, Richard Rivera, Robert Botcherby, Tanille Ingle"
151,who are the managing directors of the company which is the swing line lender in the agreement,"john bosco, andrea s chen, michael pearce, iain p. stewart",3,0,1,"Christopher Coney, Robert Botcherby, Iain P. Stewart"
151,who are the executive directors of the company which is the syndication agent in the agreement,"tracy rahn, gail motonaga, anders holmgaard, gregory t martin",3,0,1,Not found
151,who are the executive directors of the company which is the  bookrunners in the agreement,"tracy rahn, gail motonaga, anders holmgaard, gregory t martin",3,0,1,Not found
151,who are the executive directors of the company which is the  lead arrangers in the agreement,"tracy rahn, gail motonaga, anders holmgaard, gregory t martin",3,0,1,Not found
151,who are the executive directors of the company which is the c issuer in the agreement,"tracy rahn, gail motonaga, anders holmgaard, gregory t martin",3,0,1,Tracy Rahn
151,who are the executive directors of the company which is the swing line lender in the agreement,"tracy rahn, gail motonaga, anders holmgaard, gregory t martin",3,0,1,Not found
151,"who are the vice presidents of the company which is the administrative agent, in the agreement","tanille ingle, richard rivera, robert botcherby, christopher coney",3,0,1,"Christopher Coney, Richard Rivera, Robert Botcherby, Tanille Ingle"
151,who are the vice presidents of the company which is the  bookrunners in the agreement,"tanille ingle, richard rivera, robert botcherby, christopher coney",3,0,1,Not found
151,who are the vice presidents of the company which is the  lead arrangers in the agreement,"tanille ingle, richard rivera, robert botcherby, christopher coney",3,0,1,Not found
151,who are the vice presidents of the company which is the c issuer in the agreement,"tanille ingle, richard rivera, robert botcherby, christopher coney",3,0,1,Not found
151,who are the vice presidents of the company which is the swing line lender in the agreement,"tanille ingle, richard rivera, robert botcherby, christopher coney",3,0,1,"Christopher Coney, Robert Botcherby"
151,who are the authorized signatorys of the company which is the swing line lender in the agreement,"jack lonker, michael king, scott macvicar, judith e. smith, jessica gavarkovs, william e. briggs iv",3,0,1,"Judith E. Smith, Jessica Gavarkovs, William E. Briggs IV, Michael King, Scott MacVicar"
151,who are the directors of the company which is the syndication agent in the agreement,"annie chung, mindy k. chu, ronnie glenn, sean hassett, arjun talwalkar, cormac langford, jennifer s. o neill",3,0,1,"Ronnie Glenn, Cormac Langford, Sean Hassett"
151,who are the directors of the company which is the  bookrunners in the agreement,"annie chung, mindy k. chu, ronnie glenn, sean hassett, arjun talwalkar, cormac langford, jennifer s. o neill",3,0,1,"Ronnie Glenn, Mindy K. Chu, Annie Chung, John Bosco, Michael Pearce, Ola Anderssen, Anders Holmgaard, Jennifer S. O’Neill, Gail Motonaga, Arjun Talwalkar, Andrea S Chen"
151,who are the directors of the company which is the c issuer in the agreement,"annie chung, mindy k. chu, ronnie glenn, sean hassett, arjun talwalkar, cormac langford, jennifer s. o neill",3,0,1,"Ronnie Glenn, Tracy Rahn"
151,who are the directors of the company which is the swing line lender in the agreement,"annie chung, mindy k. chu, ronnie glenn, sean hassett, arjun talwalkar, cormac langford, jennifer s. o neill",3,0,1,Ronnie Glenn
151,"what roles does citibank have in the agreement which are not the roles of mizuho bank, ltd","bookrunners, lead arrangers, syndication agent",2,1,1,Not found
151,"what roles does citibank have in the agreement which are not the roles of mizuho bank, ltd.,","c issuer, swing line lender, syndication agent",2,1,1,Not found
151,what roles does bank of america have in the agreement which are not the roles of barclays bank plc,"lead arrangers, administrative agent",2,1,1,"Administrative Agent, Swing Line Lender"
151,what companies are the swing line lender but not the syndication agent in the agreement,"ltd, keybank, mufg bank, bnp paribas, mizuho bank, bank of china, hsbc bank usa, ing bank n.v., bank of america, nordea bank abp, credit suisse ag, wells fargo bank, morgan stanley bank, royal bank of canada, goldman sachs bank usa, the bank of nova scotia, the bank of new york mellon, u.s. bank national association, deutsche bank ag new york branch, sumitomo mitsui bankning corporation",2,1,1,"Bank of America, N.A., London Branch, JPMorgan Chase Bank, N.A., London Branch"
151,what companies are the swing line lender but not the  bookrunners in the agreement,"ltd, keybank, mufg bank, bnp paribas, mizuho bank, bank of china, hsbc bank usa, ing bank n.v., nordea bank abp, credit suisse ag, wells fargo bank, morgan stanley bank, royal bank of canada, goldman sachs bank usa, the bank of nova scotia, the bank of new york mellon, u.s. bank national association, deutsche bank ag new york branch, sumitomo mitsui bankning corporation",2,1,1,"Bank of America, N.A., London Branch, JPMorgan Chase Bank, N.A., London Branch"
151,what companies are the swing line lender but not the  lead arrangers in the agreement,"ltd, keybank, mufg bank, bnp paribas, mizuho bank, bank of china, hsbc bank usa, ing bank n.v., nordea bank abp, credit suisse ag, wells fargo bank, barclays bank plc, morgan stanley bank, royal bank of canada, goldman sachs bank usa, the bank of nova scotia, the bank of new york mellon, u.s. bank national association, deutsche bank ag new york branch, sumitomo mitsui bankning corporation",2,1,1,"Bank of America, N.A., London Branch, JPMorgan Chase Bank, N.A., London Branch"
151,what companies are the swing line lender but not the c issuer in the agreement,"ltd., keybank, mufg bank, bnp paribas, bank of china, hsbc bank usa, ing bank n.v., nordea bank abp, credit suisse ag, wells fargo bank, morgan stanley bank, royal bank of canada, goldman sachs bank usa, the bank of nova scotia, the bank of new york mellon, u.s. bank national association, deutsche bank ag new york branch, sumitomo mitsui bankning corporation",2,1,1,"Bank of America, N.A., London Branch, JPMorgan Chase Bank, N.A., London Branch"
151,what companies are the syndication agent but not the  lead arrangers in the agreement,"ltd., mizuhobank, barclays bank plc",2,1,1,Not found
137,who are the senior vice presidents of the company where jireh carcellar is employed,"eric searls, scott dejong, alexander l. rody",3,0,1,Scott DeJong
137,who are the vice presidents of the company which is the lender in the agreement,"john sletten, james komperda, joseph j. seroke, murray mackinnon, t. barrett vawter",3,0,1,"John Sletten, T. Barrett Vawter, Joseph J. Seroke, James Komperda, Alexander L. Rody, Eric Searls"
137,who are the senior vice presidents of the company which is the lender in the agreement,"eric searls, scott dejong, alexander l. rody",3,0,1,"Scott DeJong, Alexander L. Rody, Eric Searls"
137,"what roles does deutsche bank securities inc. have in the agreement which are not the roles of regions capital markets,","bookrunners, lead arrangers",2,1,1,Not found
137,"what roles does merrill lynch, pierce, fenner smith incorporated have in the agreement which are not the roles of regions capital markets","arrangers, bookrunners",2,1,1,Not found
137,"what roles does merrill lynch, pierce, fenner smith incorporated have in the agreement which are not the roles of regions capital markets,","bookrunners, lead arrangers",2,1,1,Not found
137,what companies are the  lead arrangers but not the bookrunners in the agreement,"regions capital markets, deutsche bank securities inc.",2,1,1,Not found
137,what companies are the  bookrunners but not the bookrunners in the agreement,"regions capital markets, deutsche bank securities inc.",2,1,1,Not found
134,who are the vice presidents of the company which is the administrative agent in the agreement,"nelson arteaga, mohammad s hasan",3,0,1,Mohammad S Hasan
134,who are the vice presidents of the company which is the collateral agent in the agreement,"nelson arteaga, mohammad s hasan",3,0,1,Mohammad S Hasan
134,who are the vice presidents of the company which is the documentation agent in the agreement,"nelson arteaga, mohammad s hasan",3,0,1,Not found
134,who are the vice presidents of the company which is the swingline lender in the agreement,"nelson arteaga, mohammad s hasan",3,0,1,Mohammad S Hasan
134,what companies are the swingline lender but not the administrative agent in the agreement,"east west bank., banc of california, national association",2,1,1,Not found
134,what companies are the swingline lender but not the collateral agent in the agreement,"east west bank., banc of california, national association",2,1,1,Not found
134,what companies are the swingline lender but not the documentation agent in the agreement,"east west bank., banc of california, national association",2,1,1,Not found
