document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
107,"what are the roles in the agreement of the company associated with xpedite systems, llc","grantor, guarantor",2,0,1,"EasyLink Services International Corporation holds 100% of the issued and outstanding shares of the following: ◦ EasyLink Services USA, Inc. (Delaware, USA) ◦ Xpedite Systems LLC (Delaware, USA)"
107,what are the roles in the agreement of the company associated with barclays bank plc,"agent, lender, arranger",2,0,1,"Intercreditor Agent, 2011 Administrative Agent, and 2014 Administrative Agent"
107,"what are the roles in the agreement of the company associated with gxs worldwide, inc.",guarantor,2,0,1,Domestic Guarantor and Acquired Companies
107,what are the roles in the agreement of the company associated with open text ulc,"grantor, guarantor",2,0,1,Open Text ULC holds 100% of the issued and outstanding shares of the following: ◦ Open Text SA (Luxembourg) ◦ Sysgenics Ltd. (United Kingdom)
113,what are the roles in the agreement of the company where sonja k. mcclelland is employed,borrowers,2,0,1,Not found
113,what are the roles in the agreement of the company where michael doar is employed,borrowers,2,0,1,Not found
113,what are the roles in the agreement of the company associated with hurco b.v.,borrowers,2,0,1,"Borrower, guarantor"
113,"what are the roles in the agreement of the company associated with hurco companies, inc.",borrowers,2,0,1,"the “ Company ”, the Guarantors, the “ Netherlands Borrower ”"
112,what are the roles in the agreement of the company where robert c. megan is employed,"agent, lender",2,0,1,Lender
112,what are the roles in the agreement of the company where amy u. lessner is employed,"agent, lender, arrangers, bookrunners",2,0,1,Not found
112,"what are the roles in the agreement of the company associated with jpmorgan chase bank, n.a.","agent, lender, arrangers, bookrunners",2,0,1,Not found
106,which companies are both the parent guarantor and the guarantor in the agreement,dynegy inc.,1,1,1,Not found
106,which companies are both the parent borrower and the borrower in the agreement,dynegy inc.,1,1,1,Not found
106,"who are the directors of citibank, n.a.","lana gifas, marcus m. tarkington",2,0,1,Not found
106,who are the vice presidents of barclays bank plc,"michael getz, kirkwood roland, vanessa a. kurbatskiy",2,0,1,Not found
106,who are the authorized signatorys of royal bank of canada,"thomas casey, robert ehudin",2,0,1,Not found
106,what are the roles in the agreement of the company where michael getz is employed,"lender, arranger, bookrunner",2,0,1,Not found
106,what are the roles in the agreement of the company where kirkwood roland is employed,"lender, arranger, bookrunner",2,0,1,Not found
106,what are the roles in the agreement of the company where vanessa a. kurbatskiy is employed,"lender, arranger, bookrunner",2,0,1,Not found
106,what are the roles in the agreement of the company where clint c. freeland is employed,holdings,2,0,1,Not found
106,what are the roles in the agreement of the company where robert ehudin is employed,"agent, lender",2,0,1,Not found
106,what are the roles in the agreement of the company where thomas casey is employed,"agent, lender",2,0,1,Not found
106,what are the roles in the agreement of the company where ann hurley is employed,"agent, lender",2,0,1,Not found
106,what are the roles in the agreement of the company associated with sithe independence llc,"lenders, borrowers",2,0,1,Subordinated Lender and Subordinated Borrower
106,what are the roles in the agreement of the company associated with barclays bank plc,"lender, arranger, bookrunner",2,0,1,Not found
106,"what are the roles in the agreement of the company associated with black mountain cogen, inc.","lenders, borrowers",2,0,1,Subordinated Lender and Subordinated Borrower
106,what are the roles in the agreement of the company associated with blue ridge generation llc,"lenders, borrowers",2,0,1,Subsidiary Guarantor and Subordinated Lender and Subordinated Borrower
106,"what are the roles in the agreement of the company associated with citigroup global markets, inc.","arranger, bookrunner",2,0,1,Not found
106,what are the roles in the agreement of the company associated with deutsche bank securities inc.,"arranger, bookrunner",2,0,1,Not found
106,"what are the roles in the agreement of the company associated with dynegy equipment, llc","lenders, borrowers",2,0,1,Subordinated Lender and Subordinated Borrower
106,"what are the roles in the agreement of the company associated with dynegy marketing and trade, llc","lenders, borrowers",2,0,1,Subordinated Lender and Subordinated Borrower
106,"what are the roles in the agreement of the company associated with dynegy power, llc","lenders, borrowers",2,0,1,"Borrower, Subordinated Borrower, Subordinated Lender, Payor"
106,what are the roles in the agreement of the company associated with dynegy power generation inc.,"lenders, borrowers",2,0,1,"Dynegy Power Generation Inc. is a Subordinated Borrower, and it holds interests in Dynegy Oakland, LLC, Dynegy South Bay, LLC, Dynegy Morro Bay, LLC, Dynegy Moss Landing, LLC, and Casco Bay Energy Company, LLC."
106,"what are the roles in the agreement of the company associated with dynegy south bay, llc","lenders, borrowers",2,0,1,Subordinated Borrower and Subordinated Lender
106,what are the roles in the agreement of the company associated with goldman sachs bank usa,"lender, arranger, bookrunner",2,0,1,Not found
106,what are the roles in the agreement of the company associated with rbc capital markets,"arranger, bookrunner",2,0,1,"Administrative Agent, Joint Bookrunners and Joint Lead Arrangers"
106,what are the roles in the agreement of the company associated with royal bank of canada,"agent, trustee",2,0,1,"Administrative Agent, Joint Bookrunners and Joint Lead Arrangers"
106,"what are the roles in the agreement of the company associated with sithe independence power partners, l.p.","lenders, borrowers",2,0,1,Subordinated Lender and Subordinated Borrower
106,"what are the roles in the agreement of the company associated with sithe energies, inc.","lenders, borrowers",2,0,1,Subordinated Lender and Subordinated Borrower
106,what are the roles in the agreement of the company associated with ubs securities llc,"arrangers, bookrunners",2,0,1,Joint Bookrunners and Joint Lead Arrangers
106,"what are the roles in the agreement of the company associated with ubs securities llc,","arranger, bookrunner",2,0,1,Joint Bookrunners and Joint Lead Arrangers
106,"what are the roles in the agreement of the company associated with casco bay energy company, llc","lenders, borrowers",2,0,1,Mortgagor and Subsidiary Guarantor
106,"what are the roles in the agreement of the company associated with dynegy gas investments holdings, llc",holdings,2,0,1,"Borrower, Intermediate Holdings"
106,"what are the roles in the agreement of the company associated with dynegy kendall energy, llc","lenders, borrowers",2,0,1,"Mortgagor, Subsidiary Guarantor, Subordinated Lender, Subordinated Borrower"
106,"what are the roles in the agreement of the company associated with dynegy morro bay, llc","lenders, borrowers",2,0,1,"Dynegy Morro Bay, LLC joined other electric generators in this Verified Petition for Writ of Mandate and Complaint for Declaratory and Injunctive Relief, challenging the State Water Resources Control Boards adoption of the Water Quality Control Policy on the Use of Coastal and Estuarine Waters for Power Plant Cooling. It was also notified by Southern California Edison (SCE) that it was terminating certain energy and capacity contracts with those entities."
106,"what are the roles in the agreement of the company associated with dynegy moss landing, llc","lenders, borrowers",2,0,1,Subordinated Lender and Subordinated Borrower
106,"what are the roles in the agreement of the company associated with dynegy oakland, llc","lenders, borrowers",2,0,1,"Dynegy Oakland, LLC is a Subsidiary Guarantor and a Mortgagor."
106,"what are the roles in the agreement of the company associated with ontelaunee power operating company, llc","lenders, borrowers",2,0,1,Subordinated Lender and Subordinated Borrower
106,what are the roles in the agreement of the company associated with royal bank of canada,"agent, lender",2,0,1,"Administrative Agent, Joint Bookrunners and Joint Lead Arrangers"
13,what are the roles in the agreement of the company associated with jefferies finance llc,"lender, collateral agent, administrative agent",2,0,1,Not found
60,"what roles do both bank of america, n.a. and bank of montreal have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and fifth third bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and goldman sachs bank usa have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and pnc bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and td bank, n.a. have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and u.s. bank national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and wells fargo bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and regions bank have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and mizuho bank, ltd. have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of america, n.a. and the bank of nova scotia have in the agreement",documentation agent,1,1,1,Documentation Agents
60,"what roles do both bank of america, n.a. and capital one, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both bank of montreal and bofa securities, inc. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"BANK OF MONTREAL: Documentation Agents
BOFA SECURITIES, INC.: Joint Lead Arrangers and Joint Bookrunners"
60,"what roles do both bank of montreal and citibank, n.a. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"BANK OF MONTREAL: Documentation Agents, Joint Lead Arrangers and Joint Bookrunners
CITIBANK, N.A.: Administrative Agent, Joint Lead Arrangers and Joint Bookrunners, Syndication Agent"
60,"what roles do both bank of montreal and fifth third bank, national association have in the agreement",documentation agent,1,1,1,"BANK OF MONTREAL, as Documentation Agents
FIFTH THIRD BANK, NATIONAL ASSOCIATION, as Senior Managing Agents"
60,what roles do both bank of montreal and goldman sachs bank usa have in the agreement,documentation agent,1,1,1,"BANK OF MONTREAL, THE BANK OF NOVA SCOTIA, CAPITAL ONE, NATIONAL ASSOCIATION, JPMORGAN CHASE BANK, N.A., MIZUHO BANK, LTD., PNC BANK, NATIONAL ASSOCIATION, U.S. BANK NATIONAL ASSOCIATION and WELLS FARGO BANK, NATIONAL ASSOCIATION, as Documentation Agents
FIFTH THIRD BANK, NATIONAL ASSOCIATION, GOLDMAN SACHS BANK USA, REGIONS BANKS and TD BANK, N.A., as Senior Managing Agents"
60,"what roles do both bank of montreal and jpmorgan chase bank, n.a. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both bank of montreal and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"BANK OF MONTREAL, as Documentation Agents
MUFG BANK, LTD., as Syndication Agent
CITIBANK, N.A., MUFG BANK, LTD., BOFA SECURITIES, INC., BANK OF MONTREAL, THE BANK OF NOVA SCOTIA, CAPITAL ONE, NATIONAL ASSOCIATION, JPMORGAN CHASE BANK, N.A., MIZUHO BANK, LTD., PNC CAPITAL MARKETS LLC, U.S. BANK NATIONAL ASSOCIATION and WELLS FARGO SECURITIES, LLC, as Joint Lead Arrangers and Joint Bookrunners"
60,"what roles do both bank of montreal and pnc bank, national association have in the agreement",documentation agent,1,1,1,"Bank of Montreal is a Documentation Agent; PNC Bank, National Association is a Documentation Agent. PNC CAPITAL MARKETS LLC is a Joint Lead Arranger and Joint Bookrunner."
60,what roles do both bank of montreal and pnc capital markets llc have in the agreement,"bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both bank of montreal and td bank, n.a. have in the agreement",documentation agent,1,1,1,"BANK OF MONTREAL, THE BANK OF NOVA SCOTIA, CAPITAL ONE, NATIONAL ASSOCIATION, JPMORGAN CHASE BANK, N.A., MIZUHO BANK, LTD., PNC BANK, NATIONAL ASSOCIATION, U.S. BANK NATIONAL ASSOCIATION and WELLS FARGO BANK, NATIONAL ASSOCIATION, as Documentation Agents
FIFTH THIRD BANK, NATIONAL ASSOCIATION, GOLDMAN SACHS BANK USA, REGIONS BANKS and TD BANK, N.A., as Senior Managing Agents"
60,what roles do both bank of montreal and u.s. bank national association have in the agreement,"bookrunner, book manager, lead arranger, documentation agent",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,"what roles do both bank of montreal and wells fargo bank, national association have in the agreement",documentation agent,1,1,1,"BANK OF MONTREAL: Documentation Agents
WELLS FARGO BANK, NATIONAL ASSOCIATION: Documentation Agents"
60,what roles do both bank of montreal and wells fargo securities llc have in the agreement,"bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both bank of montreal and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,Not found
60,what roles do both bank of montreal and regions bank have in the agreement,documentation agent,1,1,1,"BANK OF MONTREAL, as Documentation Agents
REGIONS BANKS as Senior Managing Agents"
60,"what roles do both bank of montreal and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner, documentation agent",1,1,1,"BANK OF MONTREAL, THE BANK OF NOVA SCOTIA, CAPITAL ONE, NATIONAL ASSOCIATION, JPMORGAN CHASE BANK, N.A., MIZUHO BANK, LTD., PNC BANK CAPITAL MARKETS LLC, U.S. BANK NATIONAL ASSOCIATION and WELLS FARGO SECURITIES, LLC, as Joint Lead Arrangers and Joint Bookrunners
BANK OF AMERICA, N.A., BANK OF MONTREAL, THE BANK OF NOVA SCOTIA, CAPITAL ONE, NATIONAL ASSOCIATION, JPMORGAN CHASE BANK, N.A., MIZUHO BANK, LTD., PNC BANK, NATIONAL ASSOCIATION, U.S. BANK NATIONAL ASSOCIATION and WELLS FARGO BANK, NATIONAL ASSOCIATION, as Documentation Agents"
60,what roles do both bank of montreal and the bank of nova scotia have in the agreement,"bookrunner, book manager, lead arranger, documentation agent",1,1,1,"Documentation Agents
Joint Lead Arrangers and Joint Bookrunners"
60,"what roles do both bank of montreal and capital one, national association have in the agreement","bookrunner, book manager, lead arranger, documentation agent",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,"what roles do both bofa securities, inc. and citibank, n.a. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both bofa securities, inc. and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both bofa securities, inc. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both bofa securities, inc. and u.s. bank national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both bofa securities, inc. and wells fargo securities llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both bofa securities, inc. and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner",1,1,1,Not found
60,"what roles do both bofa securities, inc. and the bank of nova scotia have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,"what roles do both bofa securities, inc. and capital one, national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both citibank, n.a. and jpmorgan chase bank, n.a. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both citibank, n.a. and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A., as Administrative Agent
MUFG BANK, LTD., as Syndication Agent
CITIBANK, N.A., MUFG BANK, LTD., as Joint Lead Arrangers and Joint Bookrunners"
60,"what roles do both citibank, n.a. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both citibank, n.a. and u.s. bank national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both citibank, n.a. and wells fargo securities llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both citibank, n.a. and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner",1,1,1,Not found
60,"what roles do both citibank, n.a. and the bank of nova scotia have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A., as Administrative Agent, Joint Lead Arranger and Joint Bookrunner.
BANK OF NOVA SCOTIA, as Documentation Agent, Joint Lead Arranger and Joint Bookrunner."
60,"what roles do both citibank, n.a. and capital one, national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both fifth third bank, national association and goldman sachs bank usa have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both fifth third bank, national association and pnc bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both fifth third bank, national association and td bank, n.a. have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both fifth third bank, national association and u.s. bank national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both fifth third bank, national association and wells fargo bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both fifth third bank, national association and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both fifth third bank, national association and regions bank have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both fifth third bank, national association and mizuho bank, ltd. have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both fifth third bank, national association and the bank of nova scotia have in the agreement",documentation agent,1,1,1,"FIFTH THIRD BANK, NATIONAL ASSOCIATION, as Senior Managing Agents
THE BANK OF NOVA SCOTIA, as Documentation Agents"
60,"what roles do both fifth third bank, national association and capital one, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both goldman sachs bank usa and pnc bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both goldman sachs bank usa and td bank, n.a. have in the agreement",documentation agent,1,1,1,Not found
60,what roles do both goldman sachs bank usa and u.s. bank national association have in the agreement,documentation agent,1,1,1,Not found
60,"what roles do both goldman sachs bank usa and wells fargo bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both goldman sachs bank usa and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,Not found
60,what roles do both goldman sachs bank usa and regions bank have in the agreement,documentation agent,1,1,1,Not found
60,"what roles do both goldman sachs bank usa and mizuho bank, ltd. have in the agreement",documentation agent,1,1,1,Not found
60,what roles do both goldman sachs bank usa and the bank of nova scotia have in the agreement,documentation agent,1,1,1,"GOLDMAN SACHS BANK USA: Senior Managing Agents
THE BANK OF NOVA SCOTIA: Documentation Agents"
60,"what roles do both goldman sachs bank usa and capital one, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both jpmorgan chase bank, n.a. and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both jpmorgan chase bank, n.a. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both jpmorgan chase bank, n.a. and u.s. bank national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both jpmorgan chase bank, n.a. and wells fargo securities llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both jpmorgan chase bank, n.a. and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,"what roles do both jpmorgan chase bank, n.a. and the bank of nova scotia have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"Joint Lead Arrangers, Joint Bookrunners, and Documentation Agents"
60,"what roles do both jpmorgan chase bank, n.a. and capital one, national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both mufg bank, ltd. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both mufg bank, ltd. and u.s. bank national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both mufg bank, ltd. and wells fargo securities llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both mufg bank, ltd. and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner",1,1,1,Not found
60,"what roles do both mufg bank, ltd. and the bank of nova scotia have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"MUFG BANK, LTD., as Syndication Agent
THE BANK OF NOVA SCOTIA, as Documentation Agents"
60,"what roles do both mufg bank, ltd. and capital one, national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"MUFG BANK, LTD., as Syndication Agent
CAPITAL ONE, NATIONAL ASSOCIATION, as Joint Lead Arrangers and Joint Bookrunners and as Documentation Agents"
60,"what roles do both pnc bank, national association and td bank, n.a. have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both pnc bank, national association and u.s. bank national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both pnc bank, national association and wells fargo bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both pnc bank, national association and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both pnc bank, national association and regions bank have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both pnc bank, national association and mizuho bank, ltd. have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both pnc bank, national association and the bank of nova scotia have in the agreement",documentation agent,1,1,1,"Documentation Agents
Joint Lead Arrangers and Joint Bookrunners"
60,"what roles do both pnc bank, national association and capital one, national association have in the agreement",documentation agent,1,1,1,Not found
60,what roles do both pnc capital markets llc and u.s. bank national association have in the agreement,"bookrunner, book manager, lead arranger",1,1,1,Not found
60,what roles do both pnc capital markets llc and wells fargo securities llc have in the agreement,"bookrunner, book manager, lead arranger",1,1,1,Not found
60,what roles do both pnc capital markets llc and the bank of nova scotia have in the agreement,"bookrunner, book manager, lead arranger",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,"what roles do both pnc capital markets llc and capital one, national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both td bank, n.a. and u.s. bank national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both td bank, n.a. and wells fargo bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both td bank, n.a. and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both td bank, n.a. and regions bank have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both td bank, n.a. and mizuho bank, ltd. have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both td bank, n.a. and the bank of nova scotia have in the agreement",documentation agent,1,1,1,"TD Bank, N.A., as Senior Managing Agents; The Bank of Nova Scotia, as Documentation Agents"
60,"what roles do both td bank, n.a. and capital one, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both u.s. bank national association and wells fargo bank, national association have in the agreement",documentation agent,1,1,1,Not found
60,what roles do both u.s. bank national association and wells fargo securities llc have in the agreement,"bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both u.s. bank national association and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,Not found
60,what roles do both u.s. bank national association and regions bank have in the agreement,documentation agent,1,1,1,Not found
60,"what roles do both u.s. bank national association and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner, documentation agent",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,what roles do both u.s. bank national association and the bank of nova scotia have in the agreement,"bookrunner, book manager, lead arranger, documentation agent",1,1,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners"
60,"what roles do both u.s. bank national association and capital one, national association have in the agreement","bookrunner, book manager, lead arranger, documentation agent",1,1,1,Not found
60,"what roles do both wells fargo bank, national association and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both wells fargo bank, national association and regions bank have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both wells fargo bank, national association and mizuho bank, ltd. have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both wells fargo bank, national association and the bank of nova scotia have in the agreement",documentation agent,1,1,1,Documentation Agents
60,"what roles do both wells fargo bank, national association and capital one, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both wells fargo securities llc and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, and Documentation Agents"
60,what roles do both wells fargo securities llc and the bank of nova scotia have in the agreement,"bookrunner, book manager, lead arranger",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,"what roles do both wells fargo securities llc and capital one, national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Not found
60,"what roles do both jpmorgan chase bank, n.a and regions bank have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both jpmorgan chase bank, n.a and mizuho bank, ltd. have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both jpmorgan chase bank, n.a and the bank of nova scotia have in the agreement",documentation agent,1,1,1,"Joint Lead Arrangers, Joint Bookrunners, and Documentation Agents"
60,"what roles do both jpmorgan chase bank, n.a and capital one, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both regions bank and mizuho bank, ltd. have in the agreement",documentation agent,1,1,1,Not found
60,what roles do both regions bank and the bank of nova scotia have in the agreement,documentation agent,1,1,1,"REGIONS BANKS: Senior Managing Agents
BANK OF NOVA SCOTIA: Documentation Agents"
60,"what roles do both regions bank and capital one, national association have in the agreement",documentation agent,1,1,1,Not found
60,"what roles do both mizuho bank, ltd. and the bank of nova scotia have in the agreement","lead arranger, lead bookrunner, documentation agent",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,"what roles do both mizuho bank, ltd. and capital one, national association have in the agreement","lead arranger, lead bookrunner, documentation agent",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,"what roles do both the bank of nova scotia and capital one, national association have in the agreement","bookrunner, book manager, lead arranger, documentation agent",1,1,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners"
60,which companies are both the documentation agent and the agent in the agreement,"n.a, ltd., td bank, pnc bank, capital one, mizuho bank, regions bank, bank of america, bank of montreal, fifth third bank, wells fargo bank, jpmorgan chase bank, national association, goldman sachs bank usa, the bank of nova scotia",1,1,1,Not found
60,which companies are both the bookrunner and the bookrunner in the agreement,"ltd., inc., n.a., citibank, mufg bank, capital one, bofa securities, bank of montreal, jpmorgan chase bank, national association, pnc capital markets llc, the bank of nova scotia, wells fargo securities llc",1,1,1,Not found
60,which companies are both the lead bookrunner and the bookrunner in the agreement,"ltd., inc., n.a., citibank, mufg bank, capital one, mizuho bank, bofa securities, bank of montreal, jpmorgan chase bank, national association, the bank of nova scotia, wells fargo securities llc",1,1,1,Not found
60,which companies are both the lead arranger and the arranger in the agreement,"ltd., inc., n.a., citibank, mufg bank, capital one, mizuho bank, bofa securities, bank of montreal, jpmorgan chase bank, national association, the bank of nova scotia, wells fargo securities llc",1,1,1,Not found
60,which companies are both the bookrunners and the bookrunners in the agreement,"ltd., inc., n.a., citibank, mufg bank, capital one, bofa securities, bank of montreal, jpmorgan chase bank, national association, pnc capital markets llc, the bank of nova scotia, wells fargo securities llc",1,1,1,Not found
60,which companies are both the lead arranger and the lead arranger in the agreement,"ltd., inc., n.a., citibank, mufg bank, capital one, bofa securities, bank of montreal, jpmorgan chase bank, national association, pnc capital markets llc, the bank of nova scotia, wells fargo securities llc",1,1,1,Not found
60,which companies are both the book runner and the book runner in the agreement,"ltd., inc., n.a., citibank, mufg bank, capital one, bofa securities, bank of montreal, jpmorgan chase bank, national association, pnc capital markets llc, the bank of nova scotia, wells fargo securities llc",1,1,1,Not found
60,which companies are both the book manager and the book manager in the agreement,"ltd., inc., n.a., citibank, mufg bank, capital one, bofa securities, bank of montreal, jpmorgan chase bank, national association, pnc capital markets llc, the bank of nova scotia, wells fargo securities llc",1,1,1,Not found
60,"who are the authorized signatorys of mizuho bank, ltd.","tracy rahn, ryan durkin",2,0,1,Not found
60,who are the directors of the bank of nova scotia,"jason rinne, greg strauss, oscar cortez",2,0,1,Not found
60,who are the managing directors of bank of the west,"harry yergey, michael maguire, patrick hartweger",2,0,1,Not found
60,"who are the senior vice presidents of capital one, national association","joshua dearmon, eric h. williams, bernadette collins, michael s. barnett",2,0,1,Not found
60,"who are the vice presidents of city national bank, a national banking association","laura dodd, lukas coleman, susan m. olsen, thor o connell",2,0,1,Laura Dodd
60,what are the roles in the agreement of the company where anthony galea is employed,"agents, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company where stephanie herndon is employed,"agents, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company where ryan durkin is employed,"agents, arrangers, lead arranger, lead bookrunner, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company where tracy rahn is employed,"agents, arrangers, lead arranger, lead bookrunner, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company where jason rinne is employed,"agents, arrangers, bookrunner, book manager, lead arranger, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company where oscar cortez is employed,"agents, arrangers, bookrunner, book manager, lead arranger, documentation agent",2,0,1,Not found
60,what are the roles in the agreement of the company where greg strauss is employed,"agents, arrangers, bookrunner, book manager, lead arranger, documentation agent",2,0,1,Not found
