document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
107,who is the director of the company which is the intercreditor agent in the agreement,ritam bhalla,3,0,,Ritam Bhalla,0.0,1.0,0.0,1.0000000000000002,5
107,who is the director of the company which is the lead arranger in the agreement,ritam bhalla,3,0,,Not found,0.0,0.0,0.8333333333333334,0.0,1
107,who is the director of the company which is the lender in the agreement,ritam bhalla,3,0,,Ritam Bhalla,0.0,1.0,0.0,1.0000000000000002,5
107,who is the assistant treasurer of the company which is the grantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the assistant treasurer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the chief administrative officer of the company which is the grantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the chief administrative officer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the chief executive officer of the company which is the grantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the chief executive officer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the chief financial officer of the company which is the grantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the chief financial officer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the president of the company which is the grantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the president of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the treasurer of the company which is the grantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the treasurer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the vice president of the company which is the grantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,who is the vice president of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,,Paul McFeeters,0.0,1.0,0.0,1.0000000000000002,5
107,"what role does easylink services international corporation have in the agreement which is not the role of ocelot merger sub, inc.",domestic guarantor,2,1,,Domestic Guarantor,0.0,1.0,0.0,1.0000000000000002,5
107,"what role does easylink services international corporation have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,,Domestic Guarantor,0.0,0.0,0.6111111111111112,0.0,2
107,"what role does easylink services usa, inc. have in the agreement which is not the role of ocelot merger sub, inc.",domestic guarantor,2,1,,Domestic Guarantor,0.0,1.0,0.0,1.0000000000000002,5
107,"what role does easylink services usa, inc. have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,,Domestic Guarantor,0.0,0.0,0.6111111111111112,0.0,3
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text corporation",borrower,2,1,,Borrower,0.0,1.0,0.0,1.0,5
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text holdings, inc.",borrower,2,1,,Borrower,0.0,1.0,0.0,1.0,5
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text inc.",borrower,2,1,,Borrower,0.0,1.0,0.0,1.0,5
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text usa inc.",borrower,2,1,,Borrower,0.0,1.0,0.0,1.0,5
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of xpedite systems, llc",borrower,2,1,,Borrower,0.0,1.0,0.0,1.0,5
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text ulc",borrower,2,1,,Borrower,0.0,1.0,0.0,1.0,5
107,"what role does open text corporation have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,,Domestic Guarantor,0.0,0.0,0.6111111111111112,0.0,2
107,"what role does open text holdings, inc. have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,,Domestic Guarantor,0.0,0.0,0.6111111111111112,0.0,2
107,"what role does open text inc. have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,,Domestic Guarantor,0.0,0.0,0.6111111111111112,0.0,2
107,"what role does open text usa inc. have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,,Domestic Guarantor,0.0,0.0,0.6111111111111112,0.0,2
107,"what role does xpedite systems, llc have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,,Domestic Guarantor,0.0,0.0,0.6111111111111112,0.0,2
107,"what role does gxs worldwide, inc. have in the agreement which is not the role of open text ulc",guarantors,2,1,,Not found,0.0,0.0,1.0,0.0,1
107,what company is the administrative agent but not the lead arrangers in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the administrative agent but not the administrative agent in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the administrative agent but not the collateral agent in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the administrative agent but not the documentation agent in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the collateral agent but not the lead arrangers in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the collateral agent but not the administrative agent in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the collateral agent but not the collateral agent in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the collateral agent but not the documentation agent in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the intercreditor agent but not the lead arrangers in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the intercreditor agent but not the administrative agent in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the intercreditor agent but not the collateral agent in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the intercreditor agent but not the documentation agent in the agreement,barclays bank plc,2,1,,Not found,0.0,0.0,0.9411764705882353,0.0,1
107,what company is the lead arrangers but not the administrative agent in the agreement,rbc capital markets,2,1,,RBC CAPITAL MARKETS,0.0,1.0,0.0,1.0000000000000002,5
107,what company is the lead arrangers but not the collateral agent in the agreement,rbc capital markets,2,1,,RBC CAPITAL MARKETS,0.0,1.0,0.0,1.0000000000000002,5
107,what company is the lead arrangers but not the documentation agent in the agreement,rbc capital markets,2,1,,RBC CAPITAL MARKETS,0.0,1.0,0.0,1.0000000000000002,5
113,who is the manager and managing director a and authorized representative of hurco b.v.,sonja k. mcclelland,2,1,,Sonja K. McClelland,0.0,1.0,0.0,1.0000000000000002,5
113,who is the manager and treasurer of hurco b.v.,sonja k. mcclelland,2,1,,Not found,0.0,0.0,0.7777777777777778,0.0,1
113,who is the managing director a and authorized representative and treasurer of hurco b.v.,sonja k. mcclelland,2,1,,Not found,0.0,0.0,0.7777777777777778,0.0,1
113,who is the senior vice president of the company which is the lender in the agreement,jonathan m. phillips,3,0,,Jonathan M. Phillips,0.0,1.0,0.0,1.0000000000000002,5
113,who is the manager of the company which is the borrowers in the agreement,sonja k. mcclelland,3,0,,Not found,0.0,0.0,0.7777777777777778,0.0,1
113,who is the managing director a and authorized representative of the company which is the borrowers in the agreement,sonja k. mcclelland,3,0,,Sonja K. McClelland,0.0,1.0,0.0,1.0000000000000002,5
113,who is the treasurer of the company which is the borrowers in the agreement,sonja k. mcclelland,3,0,,Not found,0.0,0.0,0.7777777777777778,0.0,1
113,who is the chief executive officer of the company which is the borrowers in the agreement,michael doar,3,0,,Michael Doar,0.0,1.0,0.0,1.0000000000000002,5
112,who is the senior vice president of the company which is the lender in the agreement,robert c. megan,3,0,,Robert C. Megan,0.0,1.0,0.0,1.0000000000000002,5
112,who is the authorized officer of the company which is the administrative agent in the agreement,amy u. lessner,3,0,,Amy U. Lessner,0.0,1.0,0.0,1.0000000000000002,5
112,who is the authorized officer of the company which is the lender in the agreement,amy u. lessner,3,0,,Not found,0.0,0.0,0.8461538461538461,0.0,1
112,who is the assistant vice president of the company which is the lender in the agreement,sean riordan,3,0,,Sean Riordan,0.0,1.0,0.0,1.0000000000000002,5
112,who is the chief financial officer of the company which is the borrower in the agreement,michael a. doyle,3,0,,Michael A. Doyle,0.0,1.0,0.0,1.0000000000000002,5
112,what company is the administrative agent but not the lead arrangers in the agreement,"n.a., bank of america",2,1,,Not found,0.0,0.0,0.8333333333333334,0.0,1
112,what company is the administrative agent but not the bookrunners in the agreement,"n.a., bank of america",2,1,,Not found,0.0,0.0,0.8333333333333334,0.0,1
112,what company is the syndication agent but not the lead arrangers in the agreement,"n.a., bank of america",2,1,,"BANK OF AMERICA, N.A.",0.0,1.0,0.3333333333333333,1.0,4
112,what company is the syndication agent but not the bookrunners in the agreement,"n.a., bank of america",2,1,,"BANK OF AMERICA, N.A.",0.0,1.0,0.3333333333333333,1.0,4
112,what company is the lead arrangers but not the lender in the agreement,"pierce, merrill lynch, fenner smith incorporated",2,1,,Not found,0.0,0.0,0.8913043478260869,0.0,1
112,what company is the bookrunners but not the lender in the agreement,"pierce, merrill lynch, fenner smith incorporated",2,1,,Not found,0.0,0.0,0.8913043478260869,0.0,1
106,"who is the chief financial officer and executive vice president of dynegy gas investments holdings, llc",clint c. freeland,2,1,,Clint C. Freeland,0.0,1.0,0.0,1.0000000000000002,5
106,who is the director and vice president of barclays bank plc,kirkwood roland,2,1,,Not found,0.0,0.0,0.6666666666666666,0.0,1
106,who is the director of the company where michael getz is employed,kirkwood roland,3,0,,Not found,0.0,0.0,0.6666666666666666,0.0,1
106,who is the director of the company where vanessa a. kurbatskiy is employed,kirkwood roland,3,0,,Not found,0.0,0.0,0.6666666666666666,0.0,1
106,"who is the manager, agency of the company where thomas casey is employed",ann hurley,3,0,,Not found,0.0,0.0,0.9,0.0,1
106,"who is the manager, agency of the company where robert ehudin is employed",ann hurley,3,0,,Not found,0.0,0.0,0.9,0.0,1
106,who is the associate director of the company which is the lender in the agreement,joselin fernandes,3,0,,Joselin Fernandes,0.0,1.0,0.0,1.0000000000000002,5
106,who is the executive vice president of the company which is the intermediate holdings in the agreement,clint c. freeland,3,0,,Clint C. Freeland,0.0,1.0,0.0,1.0000000000000002,5
106,who is the chief financial officer of the company which is the intermediate holdings in the agreement,clint c. freeland,3,0,,Clint C. Freeland,0.0,1.0,0.0,1.0000000000000002,5
106,"who is the manager, agency of the company which is the administrative agent in the agreement",ann hurley,3,0,,Ann Hurley,0.0,1.0,0.0,1.0000000000000002,5
106,"who is the manager, agency of the company which is the lender in the agreement",ann hurley,3,0,,Ann Hurley,0.0,1.0,0.0,1.0000000000000002,5
106,what role does barclays bank plc have in the agreement which is not the role of deutsche bank securities inc.,lender,2,1,,Lender,0.0,1.0,0.0,1.0,5
106,what role does barclays bank plc have in the agreement which is not the role of rbc capital markets,lender,2,1,,Lender,0.0,1.0,0.0,1.0,5
106,"what role does citigroup global markets, inc. have in the agreement which is not the role of ubs securities llc,",bookrunners,2,1,,"Joint Bookrunners and Joint Lead Arrangers, Lender",0.0,0.2857142857142857,0.7755102040816326,0.24395572500006343,3
106,what role does goldman sachs bank usa have in the agreement which is not the role of rbc capital markets,lender,2,1,,"Joint Bookrunners and Joint Lead Arrangers, Lender",0.0,0.2857142857142857,0.8775510204081632,0.24395572500006343,4
106,what company is the lead arranger but not the bookrunners in the agreement,ubs securities llc,2,1,,Not found,0.0,0.0,0.8888888888888888,0.0,1
106,what company is the lead arrangers but not the bookrunner in the agreement,ubs securities llc,2,1,,Not found,0.0,0.0,0.8888888888888888,0.0,1
106,what company is the lead arrangers but not the lead bookrunner in the agreement,ubs securities llc,2,1,,Not found,0.0,0.0,0.8888888888888888,0.0,1
106,what company is the bookrunner but not the bookrunners in the agreement,ubs securities llc,2,1,,Not found,0.0,0.0,0.8888888888888888,0.0,1
106,what company is the lead bookrunner but not the bookrunners in the agreement,ubs securities llc,2,1,,Not found,0.0,0.0,0.8888888888888888,0.0,1
106,what company is the collateral trustee but not the administrative agent in the agreement,"credit suisse ag, cayman islands branch",2,1,,"Credit Suisse AG, Cayman Islands Branch",0.0,1.0,0.0,1.0000000000000002,5
13,"who is the chief financial officer and executive vice president of cvr energy, inc",tracy d. jackson,2,1,,Tracy D. Jackson,0.0,1.0,0.0,1.0000000000000002,5
13,"who is the chief financial officer of the company which is the borrower, in the agreement",tracy d. jackson,3,0,,Not found,0.0,0.0,0.9333333333333333,0.0,1
13,"who is the executive vice president of the company which is the borrower, in the agreement",tracy d. jackson,3,0,,Tracy D. Jackson,0.0,1.0,0.0,1.0000000000000002,5
60,"who is the senior vice president and treasurer of leidos holdings, inc.",marc h. crown,2,1,,Marc H. Crown,0.0,1.0,0.0,1.0000000000000002,5
60,who is the assistant vice president of the company where harry yergey is employed,caroline smith,3,0,,Caroline Smith,0.0,1.0,0.0,1.0000000000000002,5
60,who is the assistant vice president of the company where michael maguire is employed,caroline smith,3,0,,Not found,0.0,0.0,0.8571428571428571,0.0,1
60,who is the assistant vice president of the company where patrick hartweger is employed,caroline smith,3,0,,Not found,0.0,0.0,0.8571428571428571,0.0,1
60,who is the executive director of the company which is the documentation agents in the agreement,anthony galea,3,0,,Anthony Galea,0.0,1.0,0.0,1.0000000000000002,5
60,who is the executive director of the company which is the managing agents in the agreement,anthony galea,3,0,,Not found,0.0,0.0,0.7692307692307693,0.0,1
60,who is the senior vice president of the company which is the holdings in the agreement,marc h. crown,3,0,,Marc H. Crown,0.0,1.0,0.0,1.0000000000000002,5
60,who is the treasurer of the company which is the holdings in the agreement,marc h. crown,3,0,,Marc H. Crown,0.0,1.0,0.0,1.0000000000000002,5
60,who is the assistant vice president of the company which is the documentation agents in the agreement,stephanie herndon,3,0,,Not found,0.0,0.0,0.7647058823529411,0.0,1
60,who is the assistant vice president of the company which is the managing agents in the agreement,stephanie herndon,3,0,,Stephanie Herndon,0.0,1.0,0.0,1.0000000000000002,5
60,"what role does bank of montreal have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,"Bank of Montreal is a Joint Lead Arranger and Joint Bookrunner, and a Documentation Agent. Mizuho Bank, Ltd. is only a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.9290322580645162,0.0,5
60,"what role does bofa securities, inc. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,"BofA Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner. Mizuho Bank, Ltd. is also a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.9166666666666666,0.0,5
60,"what role does citibank, n.a. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,"Citibank, N.A. is the Administrative Agent, a Joint Lead Arranger and Joint Bookrunner, and a Syndication Agent. Mizuho Bank, Ltd. is only a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.9364161849710982,0.0,5
60,"what role does jpmorgan chase bank, n.a. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,"JPMorgan Chase Bank, N.A. is a Joint Lead Arranger and Joint Bookrunner, and a Documentation Agent. Mizuho Bank, Ltd. is only a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.9316770186335404,0.0,5
60,"what role does mufg bank, ltd. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,"MUFG Bank, LTD. is a Joint Lead Arranger and Joint Bookrunner, and a Syndication Agent. Mizuho Bank, Ltd. is only a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.9266666666666666,0.0,5
60,"what role does u.s. bank national association have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,"U.S. Bank National Association is a Joint Lead Arranger and Joint Bookrunner, and a Documentation Agent. Mizuho Bank, Ltd. is only a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.9341317365269461,0.0,5
60,"what role does wells fargo securities llc have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,"Wells Fargo Securities, LLC is a Joint Lead Arranger and Joint Bookrunner. Mizuho Bank, Ltd. is also a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.920863309352518,0.0,5
60,what company is the lead arrangers but not the bookrunners in the agreement,"ltd., mizuho bank",2,1,,Not found,0.0,0.0,0.8,0.0,1
74,"who is the senior vice president of the company associated with 4900 tiedeman road mail code oh 01 49 0362, brooklyn, ohio 44144",jeff kalinowski,3,0,,Jeff Kalinowski,0.0,1.0,0.0,1.0000000000000002,5
74,"who is the executive vice president and secretary of the company associated with 7900 tysons one place, suite 1450, mclean, va 22102",christopher t. mckee,3,0,,Christopher T. McKee,0.0,1.0,0.0,1.0000000000000002,5
74,who is the executive vice president and secretary of the company where chris mckee is employed,christopher t. mckee,3,0,,Christopher T. McKee,0.0,1.0,0.0,1.0000000000000002,5
74,who is the senior vice president of the company where paula c. gordon is employed,jeff kalinowski,3,0,,Not found,0.0,0.0,0.8666666666666667,0.0,1
74,who is the executive vice president and secretary of the company which is the borrower in the agreement,christopher t. mckee,3,0,,Christopher T. McKee,0.0,1.0,0.0,1.0000000000000002,5
74,who is the senior vice president of the company which is the administrative agent in the agreement,jeff kalinowski,3,0,,Jeff Kalinowski,0.0,1.0,0.0,1.0000000000000002,5
74,who is the senior vice president of the company which is the lc issuer in the agreement,jeff kalinowski,3,0,,Jeff Kalinowski,0.0,1.0,0.0,1.0000000000000002,5
48,"who is the corporate secretary and vice president law assistant of enbridge energy partners, l.p.,",chris kaitson,2,1,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,"who is the corporate secretary and vice president us law of enbridge energy partners, l.p.,",chris kaitson,2,1,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,"who is the vice president law assistant and vice president us law of enbridge energy partners, l.p.,",chris kaitson,2,1,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,"who is the vice president law assistant of the company associated with 1100 louisiana, suite 3300houston, tx 77002 5217",chris kaitson,3,0,,Chris Kaitson,0.0,1.0,0.0,1.0000000000000002,5
48,"who is the corporate secretary of the company associated with 1100 louisiana, suite 3300houston, tx 77002 5217",chris kaitson,3,0,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,"who is the vice president us law of the company associated with 1100 louisiana, suite 3300houston, tx 77002 5217",chris kaitson,3,0,,Chris Kaitson,0.0,1.0,0.0,1.0000000000000002,5
48,"who is the treasurer of the company associated with 1100 louisiana, suite 3300houston, tx 77002 5217",jonathan rose,3,0,,"Jonathan Rose, Wanda M. Opheim",0.0,0.5714285714285715,0.5357142857142857,0.5797386715376658,4
48,"who is the vice president law assistant of the company associated with o enbridge inc.3000, 425 1stcalgary, alberta, canada",chris kaitson,3,0,,Chris Kaitson,0.0,1.0,0.0,1.0000000000000002,5
48,"who is the corporate secretary of the company associated with o enbridge inc.3000, 425 1stcalgary, alberta, canada",chris kaitson,3,0,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,"who is the vice president us law of the company associated with o enbridge inc.3000, 425 1stcalgary, alberta, canada",chris kaitson,3,0,,Chris Kaitson,0.0,1.0,0.0,1.0000000000000002,5
48,"who is the treasurer of the company associated with o enbridge inc.3000, 425 1stcalgary, alberta, canada",jonathan rose,3,0,,"Jonathan Rose, Wanda M. Opheim",0.0,0.5714285714285715,0.5357142857142857,0.5797386715376658,4
48,who is the treasurer of the company where chris kaitson is employed,jonathan rose,3,0,,Chris Kaitson,0.0,0.0,0.9230769230769231,0.0,1
48,who is the corporate secretary of the company where jonathan rose is employed,chris kaitson,3,0,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,who is the vice president law assistant of the company where jonathan rose is employed,chris kaitson,3,0,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,who is the vice president us law of the company where jonathan rose is employed,chris kaitson,3,0,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,who is the corporate secretary of the company which is the borrower in the agreement,chris kaitson,3,0,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,who is the vice president law assistant of the company which is the borrower in the agreement,chris kaitson,3,0,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,who is the vice president us law of the company which is the borrower in the agreement,chris kaitson,3,0,,Not found,0.0,0.0,0.9230769230769231,0.0,1
48,who is the treasurer of the company which is the borrower in the agreement,jonathan rose,3,0,,Not found,0.0,0.0,0.7692307692307693,0.0,1
49,"who is the chief executive and chief executive officer of marco brunelli ip, llc",michael buckley,2,1,,Michael Buckley,0.0,1.0,0.0,1.0000000000000002,5
49,who is the chief executive of the company which is the guarantors in the agreement,michael buckley,3,0,,"Michael Buckley, Peter Kim, Hamish Sandhu",0.0,0.5,0.6153846153846154,0.4494364165239822,1
75,"who is the vice president of the company associated with 10 south dearborn street, chicago, illinois 60603",justin b. kelley,3,0,,Justin B. Kelley,0.0,1.0,0.0,1.0000000000000002,5
75,"who is the chief financial officer of the company associated with 20 crosby drive, bedford, ma 01730",karl johnsen,3,0,,Karl Johnsen,0.0,1.0,0.0,1.0000000000000002,5
75,who is the chief financial officer of the company which is the borrower in the agreement,karl johnsen,3,0,,Karl Johnsen,0.0,1.0,0.0,1.0000000000000002,5
75,who is the vice president of the company which is the administrative agent in the agreement,justin b. kelley,3,0,,Justin B. Kelley,0.0,1.0,0.0,1.0000000000000002,5
61,"who is the treasurer and vice president, tax treasury of citrix systems, inc.",brian l. shytle,2,1,,Brian L. Shytle,0.0,1.0,0.0,1.0000000000000002,5
61,"who is the director and vice president of bank of america, n.a.",jim cahow,2,1,,Not found,0.0,0.0,0.8888888888888888,0.0,1
61,who is the director of the company where christopher shafto is employed,jim cahow,3,0,,Not found,0.0,0.0,0.8888888888888888,0.0,1
61,who is the director of the company where amanuel assefa is employed,jim cahow,3,0,,Not found,0.0,0.0,0.8888888888888888,0.0,1
61,who is the director of the company where liz cheng is employed,jim cahow,3,0,,Not found,0.0,0.0,0.8888888888888888,0.0,1
61,who is the director of the company where marko lukin is employed,jim cahow,3,0,,Not found,0.0,0.0,0.8888888888888888,0.0,1
61,who is the director of the company where bridgett j. manduk mowry is employed,jim cahow,3,0,,Not found,0.0,0.0,0.8888888888888888,0.0,1
61,who is the vice president of the company which is the lender in the agreement,maria riaz,3,0,,"Amanuel Assefa, Bridgett J. Manduk-Mowry, Liz Cheng, Marko Lukin, Maria Riaz, Christopher Shafto",0.0,0.2666666666666667,0.8876404494382022,0.3032160644503863,5
61,who is the managing director of the company which is the lender in the agreement,gregory paul,3,0,,Gregory Paul,0.0,1.0,0.0,1.0000000000000002,5
61,who is the treasurer of the company which is the borrower in the agreement,brian l. shytle,3,0,,Brian L. Shytle,0.0,1.0,0.0,1.0000000000000002,5
61,"who is the vice president, tax treasury of the company which is the borrower in the agreement",brian l. shytle,3,0,,Brian L. Shytle,0.0,1.0,0.0,1.0000000000000002,5
61,who is the director of the company which is the administrative agent in the agreement,jim cahow,3,0,,Not found,0.0,0.0,0.8888888888888888,0.0,1
77,"who is the administrative officer and chief legal of wellcare health plans, inc",blair w. todt,2,1,,Not found,0.0,0.0,0.8333333333333334,0.0,1
77,"who is the administrative officer and secretary of wellcare health plans, inc",blair w. todt,2,1,,Not found,0.0,0.0,0.8333333333333334,0.0,1
77,"who is the administrative officer and senior vice president of wellcare health plans, inc",blair w. todt,2,1,,Not found,0.0,0.0,0.8333333333333334,0.0,1
77,"who is the chief legal and secretary of wellcare health plans, inc",blair w. todt,2,1,,Blair W. Todt,0.0,1.0,0.0,1.0000000000000002,5
77,"who is the chief legal and senior vice president of wellcare health plans, inc",blair w. todt,2,1,,Not found,0.0,0.0,0.8333333333333334,0.0,1
77,"who is the secretary and senior vice president of wellcare health plans, inc",blair w. todt,2,1,,Not found,0.0,0.0,0.8333333333333334,0.0,1
77,"who is the executive director of the company associated with 10 south dearborn streetchicago, illinois 60603",hector j. varona,3,0,,Not found,0.0,0.0,0.8,0.0,1
77,who is the svp c i banking of the company which is the lender in the agreement,teresa stinson,3,0,,Teresa Stinson,0.0,1.0,0.0,1.0000000000000002,5
77,who is the authorized signatory of the company which is the co documentation agent in the agreement,rebecca kratz,3,0,,Rebecca Kratz,0.0,1.0,0.0,1.0000000000000002,5
77,who is the authorized signatory of the company which is the lender in the agreement,rebecca kratz,3,0,,Not found,0.0,0.0,0.9230769230769231,0.0,1
77,who is the administrative officer of the company which is the borrower in the agreement,blair w. todt,3,0,,Not found,0.0,0.0,0.8333333333333334,0.0,1
77,who is the chief legal of the company which is the borrower in the agreement,blair w. todt,3,0,,Blair W. Todt,0.0,1.0,0.0,1.0000000000000002,5
77,who is the secretary of the company which is the borrower in the agreement,blair w. todt,3,0,,Blair W. Todt,0.0,1.0,0.0,1.0000000000000002,5
77,who is the senior vice president of the company which is the borrower in the agreement,blair w. todt,3,0,,Blair W. Todt,0.0,1.0,0.0,1.0000000000000002,5
77,who is the executive director of the company which is the administrative agent in the agreement,hector j. varona,3,0,,Hector J. Varona,0.0,1.0,0.0,1.0000000000000002,5
77,who is the executive director of the company which is the issuing bank in the agreement,hector j. varona,3,0,,Hector J. Varona,0.0,1.0,0.0,1.0000000000000002,5
77,what role does bank of america have in the agreement which is not the role of u.s. bank national association,co syndication agent,2,1,,Co-Syndication Agent,0.0,0.4,0.05,0.2605556710562624,5
77,what role does bank of america have in the agreement which is not the role of goldman sachs bank usa,co syndication agent,2,1,,Co-Syndication Agent,0.0,0.4,0.05,0.2605556710562624,5
77,what role does bank of america have in the agreement which is not the role of jpmorgan chase bank,co syndication agent,2,1,,Co-Syndication Agent,0.0,0.4,0.05,0.2605556710562624,5
77,what role does suntrust bank have in the agreement which is not the role of u.s. bank national association,co syndication agent,2,1,,Co-Syndication Agent,0.0,0.4,0.05,0.2605556710562624,5
77,what role does suntrust bank have in the agreement which is not the role of goldman sachs bank usa,co syndication agent,2,1,,Co-Syndication Agent,0.0,0.4,0.05,0.2605556710562624,5
77,what role does suntrust bank have in the agreement which is not the role of jpmorgan chase bank,co syndication agent,2,1,,Co-Syndication Agent,0.0,0.4,0.05,0.2605556710562624,5
77,what role does u.s. bank national association have in the agreement which is not the role of jpmorgan chase bank,co documentation agent,2,1,,Co-Documentation Agent,0.0,0.4,0.045454545454545456,0.2605556710562624,5
77,"what role does u.s. bank national association have in the agreement which is not the role of wells fargo bank, national association",co documentation agent,2,1,,Co-Documentation Agent,0.0,0.4,0.045454545454545456,0.2605556710562624,5
77,what role does goldman sachs bank usa have in the agreement which is not the role of jpmorgan chase bank,co documentation agent,2,1,,Co-Documentation Agent,0.0,0.4,0.045454545454545456,0.2605556710562624,5
77,"what role does goldman sachs bank usa have in the agreement which is not the role of wells fargo bank, national association",co documentation agent,2,1,,Co-Documentation Agent,0.0,0.4,0.045454545454545456,0.2605556710562624,5
88,"who is the chief financial officer and president of j2 cloud services, llc",r. scott turicchi,2,1,,R. Scott Turicchi,0.0,1.0,0.0,1.0000000000000002,5
88,"who is the director of the company associated with 445 s. figueroa street, floor 10los angeles, ca 90071",westley white,3,0,,Westley White,0.0,1.0,0.0,1.0000000000000002,5
88,"who is the president of the company associated with 6922 hollywood blvd., suite 500los angeles, ca 90028",r. scott turicchi,3,0,,R. Scott Turicchi,0.0,1.0,0.0,1.0000000000000002,5
