Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,f1_score,edit_distance,cosine_similarity
3564,45,who is the senior vice president of u.s. bank national association,mark r. cousineau,2,0,0.0,Mark R. Cousineau,1.0,1.0,1.0000000000000002
3565,45,what is the role in the agreement of the company where harold r. carpenter is employed,borrower,2,0,0.0,Borrower,1.0,1.0,1.0
3566,45,what is the role in the agreement of the company where mark r. cousineau is employed,lender,2,0,0.0,Lender,1.0,1.0,1.0
3567,45,what is the role in the agreement of the company where eric niedbalski is employed,lender,2,0,0.0,Lender,1.0,1.0,1.0
3568,45,"what is the role in the agreement of the company where cynthia m. olson, is employed",lender,2,0,0.0,Lender,1.0,1.0,1.0
3569,45,what is the role in the agreement of the company associated with pinnacle bank,borrower,2,0,0.0,Borrower,1.0,1.0,1.0
4458,25,what position does michael larsen hold,president,1,0,,President,1.0,1.0,1.0
4459,25,what position does william p. mcloughlin hold,svp,1,0,,SVP,1.0,1.0,1.0
4460,25,"who is the president of hunt cmt equity, llc",michael larsen,2,0,0.0,Michael Larsen,1.0,1.0,1.0000000000000002
4461,25,"who is the svp of jefferies leveraged credit products, llc",william p. mcloughlin,2,0,0.0,William P. McLoughlin,1.0,1.0,1.0000000000000002
4462,25,what is the role in the agreement of the company where emily ergang pappas is employed,agent,2,0,0.0,Administrative Agent and Collateral Agent,0.4,0.12195121951219512,0.6348087971775132
4463,25,what is the role in the agreement of the company where michael larsen is employed,guarantor,2,0,0.0,Borrower,0.0,0.2222222222222222,0.0
4464,25,what is the role in the agreement of the company where william p. mcloughlin is employed,lender,2,0,0.0,Initial Lender,0.6666666666666666,0.4285714285714286,0.5797386715376658
4465,25,what is the role in the agreement of the company associated with five oaks acquisition corp.,guarantor,2,0,0.0,Guarantor,1.0,1.0,1.0
4466,25,"what is the role in the agreement of the company associated with five oaks acquisition corp. and hunt cmt equity, llc",guarantors,2,0,0.0,Guarantors,1.0,1.0,1.0
4467,25,what is the role in the agreement of the company associated with five oaks acquisition corp.,guarantors,2,0,0.0,Guarantor,0.0,0.9,0.0
4468,25,"what is the role in the agreement of the company associated with hunt companies finance trust, inc",borrower,2,0,0.0,Borrower,1.0,1.0,1.0
4469,25,"what is the role in the agreement of the company associated with hunt companies finance trust, inc.",borrower,2,0,0.0,Borrower,1.0,1.0,1.0
4470,25,"what is the role in the agreement of the company associated with hunt cmt equity, llc",guarantors,2,0,0.0,Guarantor,0.0,0.9,0.0
4471,25,"what is the role in the agreement of the company associated with hunt cmt equity, llc",guarantor,2,0,0.0,Guarantor,1.0,1.0,1.0
4472,25,"what is the role in the agreement of the company associated with jefferies leveraged credit products, llc",lender,2,0,0.0,Initial Lender,0.6666666666666666,0.4285714285714286,0.5797386715376658
